"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","Método","Potencia","tcomp"
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0075,1000,"MANTA",0.537,1.09334635734558
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0075,1000,"MANTA",0.687,1.04303526878357
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0075,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0075,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANTA",0.783,1.11866903305054
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANTA",0.762,1.04096221923828
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANTA",0.612,1.08722591400146
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANTA",0.748,1.06552362442017
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0085,1000,"MANTA",0.834,1.20209169387817
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0085,1000,"MANTA",0.817,1.04764533042908
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0085,1000,"MANTA",0.672,1.09538340568542
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0085,1000,"MANTA",0.789,1.04896092414856
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0085,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0085,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.009,1000,"MANTA",0.874,1.11978268623352
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.009,1000,"MANTA",0.863,1.03961443901062
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.009,1000,"MANTA",0.744,1.08643317222595
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.009,1000,"MANTA",0.836,1.05405855178833
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.009,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.009,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0095,1000,"MANTA",0.906,1.15582871437073
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0095,1000,"MANTA",0.891,1.05890083312988
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0095,1000,"MANTA",0.788,1.08453869819641
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0095,1000,"MANTA",0.879,1.03703188896179
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0095,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0095,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANTA",0.938,1.46351456642151
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANTA",0.92,1.0449526309967
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANTA",0.827,1.08781266212463
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANTA",0.903,1.0639796257019
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0105,1000,"MANTA",0.959,1.1687548160553
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0105,1000,"MANTA",0.948,1.05110859870911
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0105,1000,"MANTA",0.871,1.07824087142944
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0105,1000,"MANTA",0.933,1.0321261882782
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0105,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0105,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.011,1000,"MANTA",0.974,1.14148998260498
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.011,1000,"MANTA",0.967,1.02099299430847
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.011,1000,"MANTA",0.899,1.1036205291748
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.011,1000,"MANTA",0.959,1.09396362304688
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.011,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.011,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0115,1000,"MANTA",0.981,1.12377953529358
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0115,1000,"MANTA",0.976,1.06084132194519
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0115,1000,"MANTA",0.922,1.06544375419617
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0115,1000,"MANTA",0.972,1.06855607032776
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0115,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0115,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANTA",0.992,1.14601302146912
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANTA",0.986,1.04263520240784
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANTA",0.946,1.07586574554443
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANTA",0.982,1.07638812065125
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0125,1000,"MANTA",0.995,1.11263394355774
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0125,1000,"MANTA",0.994,1.04310297966003
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0125,1000,"MANTA",0.964,1.1029052734375
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0125,1000,"MANTA",0.989,1.06584763526917
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0125,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0125,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.013,1000,"MANTA",0.996,1.113853931427
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.013,1000,"MANTA",0.996,1.05368828773499
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.013,1000,"MANTA",0.977,1.06859874725342
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.013,1000,"MANTA",0.994,1.12664198875427
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.013,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.013,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0135,1000,"MANTA",0.997,1.35238027572632
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0135,1000,"MANTA",0.997,1.04129362106323
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0135,1000,"MANTA",0.984,1.08316946029663
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0135,1000,"MANTA",0.997,1.21678996086121
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0135,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0135,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.014,1000,"MANTA",0.999,1.10056138038635
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.014,1000,"MANTA",0.999,1.12687540054321
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.014,1000,"MANTA",0.993,1.08633708953857
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.014,1000,"MANTA",0.997,1.25094246864319
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.014,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.014,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0145,1000,"MANTA",0.999,1.1208016872406
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0145,1000,"MANTA",0.999,1.28138613700867
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0145,1000,"MANTA",0.995,1.07304549217224
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0145,1000,"MANTA",0.999,1.33582353591919
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0145,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0145,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.015,1000,"MANTA",1,1.11884164810181
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.015,1000,"MANTA",1,1.03388547897339
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.015,1000,"MANTA",0.998,1.07292079925537
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.015,1000,"MANTA",0.999,1.43096709251404
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.015,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.015,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0155,1000,"MANTA",1,1.14963269233704
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0155,1000,"MANTA",1,1.04678726196289
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0155,1000,"MANTA",0.999,1.09011459350586
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0155,1000,"MANTA",1,1.73064875602722
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0155,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0155,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANTA",1,1.12343716621399
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANTA",1,1.05258965492249
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANTA",0.999,1.43270874023438
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANTA",1,1.55354976654053
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0165,1000,"MANTA",1,1.12592673301697
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0165,1000,"MANTA",1,1.04198360443115
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0165,1000,"MANTA",1,1.08482766151428
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0165,1000,"MANTA",1,1.7899067401886
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0165,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0165,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.017,1000,"MANTA",1,1.14369177818298
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.017,1000,"MANTA",1,1.04622840881348
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.017,1000,"MANTA",1,1.08627581596375
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.017,1000,"MANTA",1,1.83925604820251
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.017,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.017,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0175,1000,"MANTA",1,1.12112069129944
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0175,1000,"MANTA",1,1.03658485412598
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0175,1000,"MANTA",1,1.09481263160706
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0175,1000,"MANTA",1,2.16816186904907
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0175,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0175,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.018,1000,"MANTA",1,1.13299417495728
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.018,1000,"MANTA",1,1.36763501167297
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.018,1000,"MANTA",1,1.09155011177063
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.018,1000,"MANTA",1,2.25987672805786
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.018,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.018,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0185,1000,"MANTA",1,1.15923023223877
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0185,1000,"MANTA",1,1.03909754753113
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0185,1000,"MANTA",1,1.0853316783905
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0185,1000,"MANTA",1,2.94551658630371
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0185,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0185,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.019,1000,"MANTA",1,1.12846922874451
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.019,1000,"MANTA",1,1.06303024291992
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.019,1000,"MANTA",1,1.30838918685913
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.019,1000,"MANTA",1,3.6077196598053
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.019,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.019,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0195,1000,"MANTA",1,1.12465167045593
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0195,1000,"MANTA",1,1.05073618888855
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0195,1000,"MANTA",1,1.06079888343811
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0195,1000,"MANTA",1,4.13382482528687
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0195,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0195,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANTA",1,1.11633801460266
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANTA",1,1.04510974884033
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANTA",1,1.1077721118927
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANTA",1,5.07595205307007
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0205,1000,"MANTA",1,1.11599254608154
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0205,1000,"MANTA",1,1.07364273071289
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0205,1000,"MANTA",1,1.09434294700623
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0205,1000,"MANTA",1,5.74119138717651
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0205,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0205,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.021,1000,"MANTA",1,1.13562822341919
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.021,1000,"MANTA",1,1.02871823310852
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.021,1000,"MANTA",1,1.08249688148499
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.021,1000,"MANTA",1,7.57237339019775
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.021,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.021,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0215,1000,"MANTA",1,1.33795499801636
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0215,1000,"MANTA",1,1.05143809318542
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0215,1000,"MANTA",1,1.0872323513031
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0215,1000,"MANTA",1,9.1319043636322
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0215,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0215,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.022,1000,"MANTA",1,1.12610697746277
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.022,1000,"MANTA",1,1.03885722160339
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.022,1000,"MANTA",1,1.08280730247498
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.022,1000,"MANTA",1,10.8858652114868
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.022,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.022,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0225,1000,"MANTA",1,1.11357259750366
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0225,1000,"MANTA",1,1.05123996734619
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0225,1000,"MANTA",1,1.29541301727295
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0225,1000,"MANTA",1,12.1245150566101
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0225,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0225,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.023,1000,"MANTA",1,1.1225893497467
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.023,1000,"MANTA",1,1.03199243545532
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.023,1000,"MANTA",1,1.07112169265747
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.023,1000,"MANTA",1,15.0712671279907
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.023,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.023,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0235,1000,"MANTA",1,1.1303219795227
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0235,1000,"MANTA",1,1.02951002120972
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0235,1000,"MANTA",1,1.06522130966187
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0235,1000,"MANTA",1,17.426774263382
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0235,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0235,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANTA",1,1.1057665348053
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANTA",1,1.02932929992676
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANTA",1,1.07022428512573
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANTA",1,17.346214056015
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0245,1000,"MANTA",1,1.11571455001831
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0245,1000,"MANTA",1,1.04976058006287
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0245,1000,"MANTA",1,1.06111073493958
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0245,1000,"MANTA",1,23.6573040485382
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0245,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.0245,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.025,1000,"MANTA",1,1.12226557731628
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.025,1000,"MANTA",1,1.0501594543457
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.025,1000,"MANTA",1,1.31903767585754
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.025,1000,"MANTA",1,25.8339252471924
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.025,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.025,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0,1000,"MANTA",0.051,1.14428424835205
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0,1000,"MANTA",0.044,1.04141235351562
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0,1000,"MANTA",0.05,1.0842764377594
