"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","Método","Potencia","tcomp"
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.003,1000,"MANTA",0.146,1.25501346588135
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.003,1000,"MANTA",0.127,1.00611400604248
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.003,1000,"MANTA",0.068,1.04273772239685
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.003,1000,"MANTA",0.103,1.37968802452087
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.003,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.003,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0035,1000,"MANTA",0.173,1.18402147293091
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0035,1000,"MANTA",0.155,1.04887175559998
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0035,1000,"MANTA",0.071,1.13740611076355
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0035,1000,"MANTA",0.118,1.29157280921936
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0035,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0035,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.004,1000,"MANTA",0.204,1.11626696586609
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.004,1000,"MANTA",0.188,1.03545999526978
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.004,1000,"MANTA",0.077,1.2821934223175
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.004,1000,"MANTA",0.139,1.210693359375
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.004,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.004,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0045,1000,"MANTA",0.256,1.12819051742554
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0045,1000,"MANTA",0.217,1.01085782051086
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0045,1000,"MANTA",0.089,1.16074538230896
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0045,1000,"MANTA",0.169,1.35290241241455
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0045,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0045,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.005,1000,"MANTA",0.302,1.10569834709167
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.005,1000,"MANTA",0.251,1.16560220718384
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.005,1000,"MANTA",0.099,1.09246492385864
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.005,1000,"MANTA",0.202,1.26941108703613
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.005,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.005,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0055,1000,"MANTA",0.367,1.16435718536377
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0055,1000,"MANTA",0.316,1.17184925079346
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0055,1000,"MANTA",0.108,1.07543516159058
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0055,1000,"MANTA",0.227,1.26354718208313
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0055,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0055,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.006,1000,"MANTA",0.441,1.14626955986023
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.006,1000,"MANTA",0.371,1.37709093093872
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.006,1000,"MANTA",0.128,1.07147026062012
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.006,1000,"MANTA",0.266,1.30213737487793
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.006,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.006,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0065,1000,"MANTA",0.51,1.18035221099854
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0065,1000,"MANTA",0.441,0.996953964233398
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0065,1000,"MANTA",0.143,1.0752592086792
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0065,1000,"MANTA",0.327,1.44459772109985
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0065,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0065,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.007,1000,"MANTA",0.562,1.20481824874878
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.007,1000,"MANTA",0.494,1.06205153465271
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.007,1000,"MANTA",0.167,1.09213376045227
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.007,1000,"MANTA",0.37,1.34339261054993
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.007,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.007,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0075,1000,"MANTA",0.608,1.11702799797058
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0075,1000,"MANTA",0.551,0.99957275390625
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0075,1000,"MANTA",0.191,1.49506950378418
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0075,1000,"MANTA",0.426,1.33854866027832
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0075,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0075,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.008,1000,"MANTA",0.682,1.14399528503418
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.008,1000,"MANTA",0.604,0.996787786483765
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.008,1000,"MANTA",0.22,1.10259199142456
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.008,1000,"MANTA",0.476,1.49545502662659
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.008,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.008,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0085,1000,"MANTA",0.744,1.39710354804993
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0085,1000,"MANTA",0.673,1.04054546356201
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0085,1000,"MANTA",0.248,1.07559180259705
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0085,1000,"MANTA",0.533,1.5046603679657
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0085,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0085,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.009,1000,"MANTA",0.796,1.10172963142395
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.009,1000,"MANTA",0.727,1.03252673149109
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.009,1000,"MANTA",0.28,1.22777342796326
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.009,1000,"MANTA",0.582,1.4316086769104
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.009,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.009,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0095,1000,"MANTA",0.856,1.13674926757812
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0095,1000,"MANTA",0.794,1.1638970375061
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0095,1000,"MANTA",0.31,1.08312916755676
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0095,1000,"MANTA",0.651,1.43501543998718
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0095,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0095,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.01,1000,"MANTA",0.887,1.20106983184814
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.01,1000,"MANTA",0.842,1.0250837802887
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.01,1000,"MANTA",0.342,1.06488084793091
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.01,1000,"MANTA",0.714,1.6385326385498
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.01,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.01,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0105,1000,"MANTA",0.917,1.19697022438049
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0105,1000,"MANTA",0.881,1.05345749855042
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0105,1000,"MANTA",0.398,1.10262179374695
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0105,1000,"MANTA",0.772,1.85457229614258
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0105,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0105,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.011,1000,"MANTA",0.944,1.10763812065125
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.011,1000,"MANTA",0.906,1.18490839004517
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.011,1000,"MANTA",0.442,1.07675170898438
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.011,1000,"MANTA",0.821,1.61933422088623
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.011,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.011,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0115,1000,"MANTA",0.963,1.13085198402405
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0115,1000,"MANTA",0.941,1.19249439239502
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0115,1000,"MANTA",0.489,1.03810548782349
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0115,1000,"MANTA",0.861,1.69461441040039
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0115,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0115,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.012,1000,"MANTA",0.97,1.13977456092834
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.012,1000,"MANTA",0.955,1.03852605819702
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.012,1000,"MANTA",0.538,1.12859988212585
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.012,1000,"MANTA",0.895,1.84613370895386
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.012,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.012,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0125,1000,"MANTA",0.984,1.0975489616394
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0125,1000,"MANTA",0.97,1.01347374916077
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0125,1000,"MANTA",0.6,1.25102305412292
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0125,1000,"MANTA",0.916,1.84082412719727
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0125,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0125,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.013,1000,"MANTA",0.989,1.1241295337677
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.013,1000,"MANTA",0.981,1.0576388835907
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.013,1000,"MANTA",0.661,1.42537665367126
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.013,1000,"MANTA",0.946,1.98962163925171
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.013,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.013,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0135,1000,"MANTA",0.994,1.20542693138123
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0135,1000,"MANTA",0.989,1.04371285438538
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0135,1000,"MANTA",0.712,1.05048227310181
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0135,1000,"MANTA",0.966,2.28170728683472
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0135,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0135,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.014,1000,"MANTA",0.996,1.19519257545471
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.014,1000,"MANTA",0.992,1.10549855232239
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.014,1000,"MANTA",0.754,1.09570932388306
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.014,1000,"MANTA",0.977,2.24779415130615
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.014,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.014,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0145,1000,"MANTA",0.997,1.12116289138794
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0145,1000,"MANTA",0.996,1.03467082977295
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0145,1000,"MANTA",0.806,1.19853210449219
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0145,1000,"MANTA",0.985,2.41208267211914
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0145,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0145,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.015,1000,"MANTA",0.999,1.10122656822205
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.015,1000,"MANTA",0.997,1.09420394897461
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.015,1000,"MANTA",0.844,1.22248959541321
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.015,1000,"MANTA",0.99,2.57612729072571
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.015,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.015,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0155,1000,"MANTA",0.999,1.21045303344727
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0155,1000,"MANTA",0.999,1.05523490905762
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0155,1000,"MANTA",0.876,1.06966543197632
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0155,1000,"MANTA",0.993,2.93137145042419
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0155,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0155,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.016,1000,"MANTA",0.999,1.09358739852905
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.016,1000,"MANTA",0.999,1.06840062141418
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.016,1000,"MANTA",0.908,1.22976613044739
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.016,1000,"MANTA",0.997,3.07570290565491
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.016,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.016,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0165,1000,"MANTA",1,1.36983799934387
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0165,1000,"MANTA",0.999,1.06802320480347
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0165,1000,"MANTA",0.928,1.08814144134521
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0165,1000,"MANTA",0.997,3.30148220062256
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0165,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0165,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.017,1000,"MANTA",1,1.19288897514343
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.017,1000,"MANTA",1,1.00027847290039
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.017,1000,"MANTA",0.957,1.15266180038452
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.017,1000,"MANTA",0.997,3.56607460975647
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.017,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.017,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0175,1000,"MANTA",1,1.18573784828186
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0175,1000,"MANTA",1,1.05803537368774
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0175,1000,"MANTA",0.97,1.09038639068604
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0175,1000,"MANTA",0.999,4.00839996337891
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0175,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0175,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.018,1000,"MANTA",1,1.10450029373169
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.018,1000,"MANTA",1,1.11554837226868
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.018,1000,"MANTA",0.978,1.10696792602539
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.018,1000,"MANTA",0.999,4.06223845481873
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.018,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.018,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0185,1000,"MANTA",1,1.10134959220886
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0185,1000,"MANTA",1,1.21613836288452
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0185,1000,"MANTA",0.985,1.0751097202301
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0185,1000,"MANTA",1,4.32472109794617
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0185,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0185,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.019,1000,"MANTA",1,1.16689372062683
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.019,1000,"MANTA",1,1.05315327644348
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.019,1000,"MANTA",0.991,1.0670473575592
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.019,1000,"MANTA",1,4.94751024246216
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.019,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.019,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0195,1000,"MANTA",1,1.09951663017273
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0195,1000,"MANTA",1,1.01662564277649
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0195,1000,"MANTA",0.995,1.2429735660553
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0195,1000,"MANTA",1,5.4096577167511
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0195,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0195,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.02,1000,"MANTA",1,1.13056802749634
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.02,1000,"MANTA",1,1.0512228012085
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.02,1000,"MANTA",0.997,1.36842751502991
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.02,1000,"MANTA",1,6.0820004940033
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.02,1000,"MANTA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.02,1000,"MANTA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0205,1000,"MANTA",1,1.10682010650635
"Transformación logarítmica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0205,1000,"MANTA",1,1.18223834037781
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0205,1000,"MANTA",0.997,1.07543158531189
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0205,1000,"MANTA",1,6.54560804367065
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",5,3,0.026,NA,0.0205,1000,"MANTA",NA,NA
