"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","MANTA_col","Pot_MANTA","tcomp_MANTA","MANOVA_col","Pot_MANOVA","tcomp_MANOVA","δ Potencia (%)","RPD Potencia (%)"
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.035,1000,"MANTA",0.045,1.08285140991211,"MANOVA",0.046,0.759633302688599,0.1,2.1978021978022
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.035,1000,"MANTA",0.138,1.36184406280518,"MANOVA",0.139,0.670974493026733,0.1,0.72202166064982
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.035,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.035,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.035,1000,"MANTA",0.137,1.06834149360657,"MANOVA",0.116,0.679001569747925,2.1,16.600790513834
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.035,1000,"MANTA",0.135,1.15368127822876,"MANOVA",0.117,0.720968246459961,1.8,14.2857142857143
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.035,1000,"MANTA",0.056,1.12831664085388,"MANOVA",0.048,0.75166654586792,0.8,15.3846153846154
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.035,1000,"MANTA",0.137,1.06880879402161,"MANOVA",0.117,0.652299404144287,2,15.748031496063
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.035,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.035,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.035,1000,"MANTA",0.127,1.05466628074646,"MANOVA",0.123,0.705419540405273,0.4,3.2
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.035,1000,"MANTA",0.127,1.06334948539734,"MANOVA",0.121,0.72843861579895,0.6,4.83870967741936
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.035,1000,"MANTA",0.043,1.09075927734375,"MANOVA",0.046,0.840691804885864,0.3,6.74157303370787
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.035,1000,"MANTA",0.125,1.04096865653992,"MANOVA",0.121,0.689448595046997,0.4,3.25203252032521
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.035,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.035,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.035,1000,"MANTA",0.117,1.10204982757568,"MANOVA",0.131,0.886577129364014,1.4,11.2903225806452
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.035,1000,"MANTA",0.116,1.07885074615479,"MANOVA",0.131,0.672703981399536,1.5,12.1457489878543
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.035,1000,"MANTA",0.035,1.11927485466003,"MANOVA",0.042,0.751607656478882,0.7,18.1818181818182
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.035,1000,"MANTA",0.117,1.14917516708374,"MANOVA",0.131,0.673696041107178,1.4,11.2903225806452
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.035,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.035,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0525,1000,"MANTA",0.297,1.08698725700378,"MANOVA",0.373,0.657546997070312,7.6,22.6865671641791
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0525,1000,"MANTA",0.295,1.10085844993591,"MANOVA",0.376,0.659037590026855,8.1,24.1430700447094
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0525,1000,"MANTA",0.039,1.1561267375946,"MANOVA",0.042,0.742558717727661,0.3,7.40740740740741
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0525,1000,"MANTA",0.295,1.14692878723145,"MANOVA",0.376,0.679725885391235,8.1,24.1430700447094
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0525,1000,"MANTA",0.3,1.0581521987915,"MANOVA",0.303,0.901896953582764,0.3,0.995024875621891
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0525,1000,"MANTA",0.299,1.05561542510986,"MANOVA",0.304,0.704614877700806,0.5,1.65837479270315
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0525,1000,"MANTA",0.046,1.09912872314453,"MANOVA",0.045,0.877132415771484,0.1,2.1978021978022
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0525,1000,"MANTA",0.3,1.06467819213867,"MANOVA",0.302,0.661385536193848,0.2,0.664451827242525
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0525,1000,"MANTA",0.252,1.05765867233276,"MANOVA",0.242,0.700505495071411,1,4.04858299595142
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0525,1000,"MANTA",0.253,1.06105327606201,"MANOVA",0.242,0.685594320297241,1.1,4.44444444444445
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0525,1000,"MANTA",0.058,1.13441443443298,"MANOVA",0.047,0.820030689239502,1.1,20.952380952381
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0525,1000,"MANTA",0.254,1.08032488822937,"MANOVA",0.244,0.660364866256714,1,4.01606425702812
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0525,1000,"MANTA",0.236,1.12782716751099,"MANOVA",0.22,0.676257848739624,1.6,7.01754385964912
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0525,1000,"MANTA",0.233,1.05419969558716,"MANOVA",0.215,0.695497274398804,1.8,8.03571428571429
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0525,1000,"MANTA",0.044,1.08196091651917,"MANOVA",0.048,0.797462940216064,0.4,8.69565217391305
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0525,1000,"MANTA",0.234,1.10429263114929,"MANOVA",0.218,0.678709745407104,1.6,7.07964601769912
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0525,1000,"MANTA",0.221,1.05478572845459,"MANOVA",0.244,0.695935964584351,2.3,9.89247311827957
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0525,1000,"MANTA",0.212,1.28308629989624,"MANOVA",0.242,0.708168029785156,3,13.215859030837
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0525,1000,"MANTA",0.036,1.19505047798157,"MANOVA",0.042,0.780590772628784,0.6,15.3846153846154
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0525,1000,"MANTA",0.217,1.04989552497864,"MANOVA",0.248,0.680337429046631,3.1,13.3333333333333
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.07,1000,"MANTA",0.528,1.09404444694519,"MANOVA",0.651,0.666002750396729,12.3,20.8651399491094
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.07,1000,"MANTA",0.525,1.09897947311401,"MANOVA",0.65,0.659915685653687,12.5,21.2765957446809
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.07,1000,"MANTA",0.038,1.13374209403992,"MANOVA",0.043,0.815058469772339,0.5,12.3456790123457
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.07,1000,"MANTA",0.528,1.10663771629333,"MANOVA",0.65,0.660780668258667,12.2,20.7130730050934
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.07,1000,"MANTA",0.522,1.05310106277466,"MANOVA",0.536,0.712498664855957,1.4,2.64650283553875
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.07,1000,"MANTA",0.526,1.13897728919983,"MANOVA",0.534,0.698031187057495,0.800000000000001,1.50943396226415
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.07,1000,"MANTA",0.048,1.11210370063782,"MANOVA",0.045,0.76101803779602,0.3,6.45161290322581
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.07,1000,"MANTA",0.523,1.04313445091248,"MANOVA",0.532,0.673015594482422,0.900000000000001,1.70616113744076
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.07,1000,"MANTA",0.423,1.16134738922119,"MANOVA",0.428,0.668755054473877,0.5,1.17508813160987
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.07,1000,"MANTA",0.429,1.09815502166748,"MANOVA",0.432,0.92790699005127,0.3,0.696864111498258
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.07,1000,"MANTA",0.058,1.11213803291321,"MANOVA",0.047,0.741873741149902,1.1,20.952380952381
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.07,1000,"MANTA",0.426,1.05867552757263,"MANOVA",0.435,0.671607494354248,0.900000000000001,2.09059233449478
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.07,1000,"MANTA",0.414,1.08752655982971,"MANOVA",0.398,0.677402257919312,1.6,3.94088669950738
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.07,1000,"MANTA",0.414,1.1651976108551,"MANOVA",0.395,0.669627904891968,1.9,4.69715698393077
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.07,1000,"MANTA",0.045,1.12040877342224,"MANOVA",0.049,0.732861518859863,0.4,8.51063829787235
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.07,1000,"MANTA",0.417,1.07976293563843,"MANOVA",0.398,0.662689685821533,1.9,4.66257668711656
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.07,1000,"MANTA",0.365,1.05774331092834,"MANOVA",0.435,0.696170330047607,7,17.5
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.07,1000,"MANTA",0.361,1.08062767982483,"MANOVA",0.431,0.69520378112793,7,17.6767676767677
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.07,1000,"MANTA",0.038,1.10313868522644,"MANOVA",0.043,0.768233776092529,0.5,12.3456790123457
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.07,1000,"MANTA",0.366,1.15799021720886,"MANOVA",0.435,0.672122001647949,6.9,17.2284644194757
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0875,1000,"MANTA",0.772,1.05760765075684,"MANOVA",0.87,0.683964729309082,9.8,11.9366626065773
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0875,1000,"MANTA",0.757,1.18186712265015,"MANOVA",0.87,0.678589820861816,11.3,13.8905961893055
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0875,1000,"MANTA",0.042,1.11924600601196,"MANOVA",0.044,0.971139907836914,0.199999999999999,4.65116279069766
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0875,1000,"MANTA",0.763,1.05789065361023,"MANOVA",0.869,0.662746906280518,10.6,12.9901960784314
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0875,1000,"MANTA",0.766,1.0875518321991,"MANOVA",0.787,0.667649269104004,2.1,2.70444301352222
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0875,1000,"MANTA",0.759,1.18170785903931,"MANOVA",0.789,0.662643909454346,3,3.87596899224807
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0875,1000,"MANTA",0.051,1.13276124000549,"MANOVA",0.044,0.742092370986938,0.7,14.7368421052632
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0875,1000,"MANTA",0.764,1.06904768943787,"MANOVA",0.788,0.684796571731567,2.4,3.09278350515464
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0875,1000,"MANTA",0.65,1.05133152008057,"MANOVA",0.639,0.69444465637207,1.1,1.70674941815361
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0875,1000,"MANTA",0.648,1.05972576141357,"MANOVA",0.637,0.71765661239624,1.1,1.71206225680934
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0875,1000,"MANTA",0.059,1.1321165561676,"MANOVA",0.049,0.775826454162598,1,18.5185185185185
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0875,1000,"MANTA",0.646,1.13097548484802,"MANOVA",0.637,0.661625862121582,0.900000000000001,1.40296180826189
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0875,1000,"MANTA",0.617,1.07779860496521,"MANOVA",0.602,0.782520532608032,1.5,2.46103363412634
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0875,1000,"MANTA",0.613,1.09922552108765,"MANOVA",0.601,0.683031558990479,1.2,1.97693574958814
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0875,1000,"MANTA",0.046,1.11392402648926,"MANOVA",0.049,0.770790338516235,0.3,6.31578947368422
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0875,1000,"MANTA",0.616,1.05364513397217,"MANOVA",0.601,0.66213059425354,1.5,2.46507806080526
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0875,1000,"MANTA",0.552,1.13791728019714,"MANOVA",0.646,0.669829607009888,9.4,15.6928213689482
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0875,1000,"MANTA",0.552,1.11153340339661,"MANOVA",0.644,0.670781373977661,9.2,15.3846153846154
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0875,1000,"MANTA",0.039,1.13788819313049,"MANOVA",0.044,0.742632389068604,0.5,12.0481927710843
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0875,1000,"MANTA",0.554,1.06690144538879,"MANOVA",0.648,0.663120031356812,9.4,15.6405990016639
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.105,1000,"MANTA",0.927,1.05564403533936,"MANOVA",0.965,0.688627481460571,3.79999999999999,4.01691331923889
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.105,1000,"MANTA",0.927,1.06773924827576,"MANOVA",0.967,0.695622682571411,3.99999999999999,4.22386483632523
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.105,1000,"MANTA",0.043,1.1792004108429,"MANOVA",0.046,0.758156299591064,0.3,6.74157303370787
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.105,1000,"MANTA",0.927,1.0754668712616,"MANOVA",0.967,0.662705659866333,3.99999999999999,4.22386483632523
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.105,1000,"MANTA",0.908,1.08967638015747,"MANOVA",0.911,0.786212682723999,0.3,0.329851566794943
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.105,1000,"MANTA",0.902,1.28238821029663,"MANOVA",0.912,0.699136972427368,1,1.10253583241455
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.105,1000,"MANTA",0.051,1.10282707214355,"MANOVA",0.043,0.77061915397644,0.8,17.0212765957447
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.105,1000,"MANTA",0.907,1.02209639549255,"MANOVA",0.912,0.698859453201294,0.5,0.549752611324904
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.105,1000,"MANTA",0.839,1.10113167762756,"MANOVA",0.829,0.698098421096802,1,1.19904076738609
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.105,1000,"MANTA",0.834,1.09242725372314,"MANOVA",0.83,0.705709457397461,0.4,0.480769230769231
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.105,1000,"MANTA",0.059,1.11415386199951,"MANOVA",0.052,0.757181644439697,0.7,12.6126126126126
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.105,1000,"MANTA",0.838,1.06507897377014,"MANOVA",0.832,0.793979406356812,0.6,0.718562874251498
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.105,1000,"MANTA",0.775,1.17549753189087,"MANOVA",0.775,0.704948902130127,0,0
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.105,1000,"MANTA",0.775,1.13406109809875,"MANOVA",0.772,0.716914415359497,0.3,0.387847446670976
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.105,1000,"MANTA",0.047,1.22899031639099,"MANOVA",0.05,0.799023866653442,0.3,6.18556701030928
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.105,1000,"MANTA",0.775,1.1204571723938,"MANOVA",0.777,0.718442916870117,0.2,0.257731958762887
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.105,1000,"MANTA",0.731,1.19185280799866,"MANOVA",0.818,0.675463199615479,8.7,11.2330535829567
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.105,1000,"MANTA",0.729,1.06078481674194,"MANOVA",0.817,0.680388689041138,8.8,11.3842173350582
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.105,1000,"MANTA",0.041,1.31364178657532,"MANOVA",0.045,0.755270004272461,0.4,9.30232558139534
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.105,1000,"MANTA",0.729,1.05849862098694,"MANOVA",0.818,0.674723148345947,8.9,11.5061409179056
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA,NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1225,1000,"MANTA",0.975,1.08782005310059,"MANOVA",0.995,0.656215190887451,2,2.03045685279188
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1225,1000,"MANTA",0.973,1.06612992286682,"MANOVA",0.996,0.672992944717407,2.3,2.33621127475876
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1225,1000,"MANTA",0.044,1.15879559516907,"MANOVA",0.045,0.748211860656738,0.1,2.24719101123596
