"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Datos sin transformar","mvnorm",0.01,1000,300,"equal",3,NA,NA,0,0.24,1000,0.98,1.09924840927124,0.979,0.810745477676392
"Transformación logarítmica","mvnorm",0.01,1000,300,"equal",3,NA,NA,0,0.24,1000,0.978,1.08737850189209,0.975,0.711951494216919
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"equal",3,NA,NA,0,0.24,1000,0.009,1.14538407325745,0.01,0.801169395446777
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"equal",3,NA,NA,0,0.24,1000,0.98,1.09991240501404,0.977,0.691223382949829
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"equal",3,NA,NA,0,0.24,1000,0.981,1.09273099899292,0.979,0.729729413986206
"Normalización Min- Max","mvnorm",0.01,1000,300,"equal",3,NA,NA,0,0.24,1000,0.977,1.09668707847595,0.979,0.768275260925293
