"Datos","Modelo","alpha","S","n","Var","q","loc","delta","stdev","Cor","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,2,0.01,0.024,NA,1000,0.96,1.20311856269836,NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,2,0.01,0.024,NA,1000,0.945,1.11418628692627,NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,2,0.01,0.024,NA,1000,0.949,2.62444615364075,NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,2,0.01,0.024,NA,1000,0.936,1.05842351913452,NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,2,0.01,0.024,NA,1000,NA,NA,NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,2,0.01,0.024,NA,1000,NA,NA,NA,NA
