"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","MANTA_col","Pot_MANTA","tcomp_MANTA","MANOVA_col","Pot_MANOVA","tcomp_MANOVA","δ Potencia (%)","RPD Potencia (%)"
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",1,1.16383481025696,"MANOVA",1,0.739557504653931,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",0.004,1.15045237541199,"MANOVA",0.006,0.782152891159058,0.2,40
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",1,1.1119704246521,"MANOVA",1,0.721850156784058,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",1,1.11216855049133,"MANOVA",1,0.823916912078857,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",1,1.09282851219177,"MANOVA",1,0.77430009841919,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",1,1.10194802284241,"MANOVA",1,0.750603914260864,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",1,1.14358568191528,"MANOVA",1,0.709740400314331,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",0.009,1.27866530418396,"MANOVA",0.006,0.883204936981201,0.3,40
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",1,1.13381338119507,"MANOVA",1,0.702755689620972,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",1,1.11390280723572,"MANOVA",1,0.718306541442871,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",1,1.48739171028137,"MANOVA",1,0.702098846435547,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",0.999,1.14363074302673,"MANOVA",0.999,0.707231044769287,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",0.999,1.14242959022522,"MANOVA",0.999,0.810309648513794,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",0.019,1.2412965297699,"MANOVA",0.013,0.819702863693237,0.6,37.5
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",0.999,1.11225080490112,"MANOVA",0.999,0.74094295501709,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",1,1.11442875862122,"MANOVA",0.999,0.676792144775391,0.1,0.100050025012506
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",0.999,1.1121072769165,"MANOVA",0.999,0.69586992263794,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",0.998,1.13392162322998,"MANOVA",0.997,0.727155447006226,0.1,0.100250626566416
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",0.997,1.13215637207031,"MANOVA",0.997,0.758309602737427,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",0.011,1.22343516349792,"MANOVA",0.016,0.803988933563232,0.5,37.037037037037
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",0.998,1.22878551483154,"MANOVA",0.997,0.725175857543945,0.1,0.100250626566416
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",1,1.09925293922424,"MANOVA",0.997,0.719052076339722,0.3,0.300450676014021
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",1,1.11712861061096,"MANOVA",0.997,0.72033429145813,0.3,0.300450676014021
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",0.974,1.14636635780334,"MANOVA",0.998,0.729863405227661,2.4,2.43407707910751
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",0.97,1.23406958580017,"MANOVA",0.998,0.707926273345947,2.8,2.84552845528456
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",0.01,1.17253804206848,"MANOVA",0.014,1.17888236045837,0.4,33.3333333333333
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",0.973,1.14101386070251,"MANOVA",0.998,0.728703737258911,2.5,2.53678335870117
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",0.998,1.26106095314026,"MANOVA",0.998,0.741301774978638,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",0.998,1.14212322235107,"MANOVA",0.998,0.701771020889282,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",1,1.12367081642151,"MANOVA",1,0.749693870544434,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",1,1.1259126663208,"MANOVA",1,0.727990865707397,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",0.005,1.21320176124573,"MANOVA",0.007,0.761013269424438,0.2,33.3333333333333
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",1,1.11139416694641,"MANOVA",1,0.743672132492065,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",1,1.10362315177917,"MANOVA",1,0.739101648330688,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",1,1.11121010780334,"MANOVA",1,0.821187257766724,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANTA",1,1.1612594127655,"MANOVA",1,0.728498697280884,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANTA",1,1.165855884552,"MANOVA",1,0.707978963851929,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANTA",0.01,1.17424583435059,"MANOVA",0.007,0.8033127784729,0.3,35.2941176470588
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANTA",1,1.21541166305542,"MANOVA",1,0.774797201156616,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANTA",1,1.13648700714111,"MANOVA",1,0.738004684448242,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANTA",1,1.08149552345276,"MANOVA",1,0.719350576400757,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANTA",1,1.17384314537048,"MANOVA",1,0.732449531555176,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANTA",1,1.12842917442322,"MANOVA",1,0.688250780105591,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANTA",0.024,1.22685670852661,"MANOVA",0.013,0.801017999649048,1.1,59.4594594594595
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANTA",1,1.14528727531433,"MANOVA",1,0.702787637710571,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANTA",1,1.13613104820251,"MANOVA",1,0.678491592407227,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANTA",1,1.11399602890015,"MANOVA",1,1.15974259376526,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANTA",1,1.3169538974762,"MANOVA",1,0.752607822418213,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANTA",1,1.12569093704224,"MANOVA",1,0.70786452293396,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANTA",0.011,1.168869972229,"MANOVA",0.016,0.819847345352173,0.5,37.037037037037
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANTA",1,1.14388132095337,"MANOVA",1,0.883533477783203,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANTA",1,1.13113021850586,"MANOVA",1,0.703413009643555,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANTA",1,1.12393641471863,"MANOVA",1,0.723036766052246,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANTA",1,1.20460247993469,"MANOVA",1,0.810781478881836,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANTA",1,1.16565203666687,"MANOVA",1,0.697633266448975,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANTA",0.01,1.18257689476013,"MANOVA",0.015,0.81052827835083,0.5,40
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANTA",1,1.18159365653992,"MANOVA",1,0.697489261627197,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANTA",1,1.12687206268311,"MANOVA",1,1.13514852523804,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANTA",1,1.12515020370483,"MANOVA",1,0.768263578414917,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANTA",1,1.12688040733337,"MANOVA",1,0.733681678771973,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANTA",1,1.12076473236084,"MANOVA",1,0.739970207214355,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANTA",0.006,1.27155828475952,"MANOVA",0.007,0.816360950469971,0.1,15.3846153846154
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANTA",1,1.10151052474976,"MANOVA",1,0.701696872711182,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANTA",1,1.14604449272156,"MANOVA",1,0.699658393859863,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANTA",1,1.13895702362061,"MANOVA",1,0.734011888504028,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANTA",1,1.11352634429932,"MANOVA",1,0.731956720352173,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANTA",1,1.12643718719482,"MANOVA",1,0.721730470657349,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANTA",0.011,1.14069700241089,"MANOVA",0.008,0.78836989402771,0.3,31.578947368421
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANTA",1,1.19553732872009,"MANOVA",1,0.739705324172974,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANTA",1,1.18769407272339,"MANOVA",1,0.695014476776123,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANTA",1,1.08873128890991,"MANOVA",1,0.717284679412842,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANTA",1,1.16500210762024,"MANOVA",1,0.731655359268188,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANTA",1,1.48903512954712,"MANOVA",1,0.717149257659912,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANTA",0.027,1.11797428131104,"MANOVA",0.013,0.813792705535889,1.4,70
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANTA",1,1.27849268913269,"MANOVA",1,0.741798400878906,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANTA",1,1.09588193893433,"MANOVA",1,0.717220306396484,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANTA",1,1.07413220405579,"MANOVA",1,0.718670129776001,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANTA",1,1.1383056640625,"MANOVA",1,0.702983856201172,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANTA",1,1.13608503341675,"MANOVA",1,0.695586442947388,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANTA",0.013,1.1147096157074,"MANOVA",0.017,0.849879503250122,0.4,26.6666666666667
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANTA",1,1.24784398078918,"MANOVA",1,0.739399671554565,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANTA",1,1.08495402336121,"MANOVA",1,0.715247869491577,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANTA",1,1.07325577735901,"MANOVA",1,0.812351226806641,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANTA",1,1.30513048171997,"MANOVA",1,0.73514723777771,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANTA",1,1.25268959999084,"MANOVA",1,0.774802446365356,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANTA",0.01,1.71273493766785,"MANOVA",0.015,0.764624834060669,0.5,40
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANTA",1,1.43031716346741,"MANOVA",1,0.746658086776733,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANTA",1,1.1780116558075,"MANOVA",1,0.716070652008057,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANTA",1,1.24516582489014,"MANOVA",1,0.744540452957153,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANTA",1,1.16610217094421,"MANOVA",1,0.688700437545776,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANTA",1,1.12431955337524,"MANOVA",1,0.752210378646851,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANTA",0.009,1.17396855354309,"MANOVA",0.008,0.824115514755249,0.0999999999999999,11.7647058823529
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANTA",1,1.19600081443787,"MANOVA",1,0.704814672470093,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANTA",1,1.10745239257812,"MANOVA",1,0.700148344039917,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANTA",1,1.22077822685242,"MANOVA",1,0.739765167236328,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANTA",1,1.16226506233215,"MANOVA",1,0.689416170120239,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANTA",1,1.19094681739807,"MANOVA",1,0.85124397277832,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANTA",0.014,1.1766049861908,"MANOVA",0.01,0.802187204360962,0.4,33.3333333333333
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANTA",1,1.11477708816528,"MANOVA",1,0.703776359558105,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANTA",1,1.11448431015015,"MANOVA",1,0.72130274772644,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANTA",1,1.13264584541321,"MANOVA",1,0.73108172416687,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.27,1000,"MANTA",1,1.22763609886169,"MANOVA",1,0.729441404342651,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.27,1000,"MANTA",1,1.20324563980103,"MANOVA",1,0.726852178573608,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.27,1000,"MANTA",0.026,1.14946222305298,"MANOVA",0.014,0.818817377090454,1.2,60
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.27,1000,"MANTA",1,1.13420653343201,"MANOVA",1,0.701622247695923,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.27,1000,"MANTA",1,1.10160255432129,"MANOVA",1,0.72113037109375,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.27,1000,"MANTA",1,1.07001757621765,"MANOVA",1,0.737525939941406,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.27,1000,"MANTA",1,1.14503502845764,"MANOVA",1,0.728232145309448,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.27,1000,"MANTA",1,1.16927623748779,"MANOVA",1,0.747010946273804,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.27,1000,"MANTA",0.014,1.32547283172607,"MANOVA",0.017,0.783581256866455,0.3,19.3548387096774
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.27,1000,"MANTA",1,1.15532827377319,"MANOVA",1,0.704570055007935,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.27,1000,"MANTA",1,1.10913014411926,"MANOVA",1,0.739910125732422,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.27,1000,"MANTA",1,1.12464094161987,"MANOVA",1,0.755496501922607,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.27,1000,"MANTA",1,1.62838649749756,"MANOVA",1,0.710388898849487,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.27,1000,"MANTA",1,1.29879331588745,"MANOVA",1,0.767623662948608,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.27,1000,"MANTA",0.011,1.13521933555603,"MANOVA",0.019,0.807599782943726,0.8,53.3333333333333
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.27,1000,"MANTA",1,1.23895192146301,"MANOVA",1,0.703094005584717,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.27,1000,"MANTA",1,1.37722611427307,"MANOVA",1,0.742565393447876,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.27,1000,"MANTA",1,1.14114665985107,"MANOVA",1,0.722434282302856,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.3,1000,"MANTA",1,1.14266848564148,"MANOVA",1,0.748228549957275,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.3,1000,"MANTA",1,1.12109613418579,"MANOVA",1,0.776774168014526,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.3,1000,"MANTA",0.011,1.13081121444702,"MANOVA",0.009,0.78170895576477,0.2,20
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.3,1000,"MANTA",1,1.15254306793213,"MANOVA",1,0.703628540039062,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.3,1000,"MANTA",1,1.09369015693665,"MANOVA",1,0.759274005889893,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.3,1000,"MANTA",1,1.0685727596283,"MANOVA",1,0.748963117599487,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.3,1000,"MANTA",1,1.12416458129883,"MANOVA",1,0.874446392059326,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.3,1000,"MANTA",1,1.10935473442078,"MANOVA",1,0.763403415679932,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.3,1000,"MANTA",0.018,1.17463636398315,"MANOVA",0.011,0.803398132324219,0.7,48.2758620689655
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.3,1000,"MANTA",1,1.12967658042908,"MANOVA",1,0.7620530128479,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.3,1000,"MANTA",1,1.11805272102356,"MANOVA",1,0.697856664657593,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.2,0.3,1000,"MANTA",1,1.09122610092163,"MANOVA",1,0.718720197677612,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.3,1000,"MANTA",1,1.15272426605225,"MANOVA",1,0.747536659240723,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.3,1000,"MANTA",1,1.10769748687744,"MANOVA",1,0.7074294090271,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.3,1000,"MANTA",0.027,1.28438663482666,"MANOVA",0.014,0.821607351303101,1.3,63.4146341463415
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.3,1000,"MANTA",1,1.19008159637451,"MANOVA",1,1.09749269485474,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.3,1000,"MANTA",1,1.09507989883423,"MANOVA",1,0.699268341064453,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.4,0.3,1000,"MANTA",1,1.12537026405334,"MANOVA",1,0.720708131790161,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.3,1000,"MANTA",1,1.17641377449036,"MANOVA",1,0.80005955696106,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.3,1000,"MANTA",1,1.13166427612305,"MANOVA",1,0.70914363861084,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.3,1000,"MANTA",0.015,1.1806800365448,"MANOVA",0.017,0.835500717163086,0.2,12.5
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.3,1000,"MANTA",1,1.1550407409668,"MANOVA",1,0.725003242492676,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.3,1000,"MANTA",1,1.10495638847351,"MANOVA",1,0.699773788452148,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.6,0.3,1000,"MANTA",1,1.10455584526062,"MANOVA",1,0.830867528915405,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.3,1000,"MANTA",1,1.67470693588257,"MANOVA",1,0.688918352127075,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.3,1000,"MANTA",1,1.29922986030579,"MANOVA",1,0.704846382141113,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.3,1000,"MANTA",0.014,1.29569983482361,"MANOVA",0.02,0.807152032852173,0.6,35.2941176470588
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.3,1000,"MANTA",1,1.30192112922668,"MANOVA",1,0.681035757064819,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.3,1000,"MANTA",1,1.18009829521179,"MANOVA",1,0.748200416564941,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0.8,0.3,1000,"MANTA",1,1.19433856010437,"MANOVA",1,0.720974206924438,0,0
"Datos sin transformar","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",1,1.14525103569031,"MANOVA",1,0.753468036651611,0,0
"Transformación logarítmica","mvnorm",0.01,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",1,1.13878083229065,"MANOVA",1,0.711723566055298,0,0
