"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","MANTA_col","Pot_MANTA","tcomp_MANTA","MANOVA_col","Pot_MANOVA","tcomp_MANOVA","δ Potencia (%)","RPD Potencia (%)"
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.06,1000,"MANTA",0.304,1.30202627182007,"MANOVA",0.291,0.720043659210205,1.3,4.36974789915967
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.06,1000,"MANTA",0.299,1.13076567649841,"MANOVA",0.294,0.754156589508057,0.5,1.68634064080945
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.06,1000,"MANTA",0.048,1.20634579658508,"MANOVA",0.045,0.794482707977295,0.3,6.45161290322581
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.06,1000,"MANTA",0.302,1.12154173851013,"MANOVA",0.292,0.709692478179932,1,3.36700336700337
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.06,1000,"MANTA",0.381,1.12113881111145,"MANOVA",0.291,0.753735780715942,9,26.7857142857143
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.06,1000,"MANTA",0.382,1.12290239334106,"MANOVA",0.291,0.724861860275269,9.1,27.0430906389302
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANTA",0.273,1.10439729690552,"MANOVA",0.323,0.728161811828613,5,16.7785234899329
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANTA",0.265,1.18620371818542,"MANOVA",0.321,0.766054391860962,5.6,19.1126279863481
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANTA",0.041,1.27288341522217,"MANOVA",0.047,0.80016016960144,0.6,13.6363636363636
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANTA",0.266,1.0899829864502,"MANOVA",0.321,0.722415924072266,5.5,18.7393526405451
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANTA",0.331,1.16708564758301,"MANOVA",0.323,0.716749429702759,0.800000000000001,2.44648318042814
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANTA",0.33,1.09132599830627,"MANOVA",0.323,0.716352701187134,0.700000000000001,2.14395099540582
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANTA",0.796,1.13685584068298,"MANOVA",0.89,0.706028461456299,9.4,11.1506524317912
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANTA",0.797,1.13762521743774,"MANOVA",0.889,0.726038932800293,9.2,10.9134045077106
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANTA",0.049,1.31902289390564,"MANOVA",0.047,0.782266139984131,0.2,4.16666666666667
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANTA",0.797,1.52198886871338,"MANOVA",0.89,0.701050519943237,9.3,11.0254890337878
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANTA",0.891,1.11196708679199,"MANOVA",0.89,0.71699047088623,0.1,0.112296462661426
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANTA",0.886,1.12360978126526,"MANOVA",0.89,0.697136878967285,0.4,0.450450450450451
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANTA",0.784,1.25918245315552,"MANOVA",0.813,0.70675778388977,2.89999999999999,3.63180964308077
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANTA",0.781,1.12030601501465,"MANOVA",0.81,0.726375579833984,2.9,3.64550597108737
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANTA",0.049,1.15312147140503,"MANOVA",0.04,0.782082796096802,0.9,20.2247191011236
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANTA",0.784,1.17139673233032,"MANOVA",0.812,0.724567890167236,2.8,3.50877192982456
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANTA",0.888,1.09177136421204,"MANOVA",0.813,0.719430685043335,7.50000000000001,8.81834215167549
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANTA",0.886,1.09490609169006,"MANOVA",0.813,0.744408369064331,7.30000000000001,8.59329017068865
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANTA",0.68,1.1038453578949,"MANOVA",0.669,0.748785257339478,1.1,1.63083765752409
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANTA",0.68,1.13003897666931,"MANOVA",0.669,0.724502801895142,1.1,1.63083765752409
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANTA",0.059,1.25287055969238,"MANOVA",0.046,0.822667121887207,1.3,24.7619047619048
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANTA",0.681,1.11078548431396,"MANOVA",0.668,0.784562587738037,1.3,1.92735359525575
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANTA",0.79,1.11530828475952,"MANOVA",0.669,0.718208312988281,12.1,16.5867032213845
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANTA",0.793,1.09265112876892,"MANOVA",0.669,0.752599954605103,12.4,16.9630642954856
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANTA",0.646,1.11689972877502,"MANOVA",0.629,1.17098069190979,1.7,2.66666666666667
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANTA",0.649,1.14003038406372,"MANOVA",0.629,0.706726789474487,2,3.12989045383412
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANTA",0.052,1.19769215583801,"MANOVA",0.047,0.896755695343018,0.5,10.1010101010101
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANTA",0.648,1.10585069656372,"MANOVA",0.631,0.718407154083252,1.7,2.65832681782643
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANTA",0.737,1.11087679862976,"MANOVA",0.629,0.69795298576355,10.8,15.8125915080527
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANTA",0.738,1.1064612865448,"MANOVA",0.629,0.695841789245605,10.9,15.9473299195318
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANTA",0.568,1.12967920303345,"MANOVA",0.678,0.748989820480347,11,17.6565008025682
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANTA",0.571,1.12836146354675,"MANOVA",0.674,0.781502962112427,10.3,16.5461847389558
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANTA",0.041,1.28214502334595,"MANOVA",0.049,0.823699951171875,0.8,17.7777777777778
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANTA",0.569,1.11751365661621,"MANOVA",0.678,0.70250654220581,10.9,17.4819566960706
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANTA",0.673,1.12797141075134,"MANOVA",0.678,0.719809055328369,0.5,0.74019245003701
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANTA",0.671,1.13741755485535,"MANOVA",0.678,0.700437307357788,0.700000000000001,1.03780578206079
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANTA",0.971,1.50655722618103,"MANOVA",0.995,0.689050912857056,2.4,2.44150559511699
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANTA",0.971,1.14605093002319,"MANOVA",0.995,0.798077344894409,2.4,2.44150559511699
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANTA",0.05,1.26890015602112,"MANOVA",0.049,0.804372072219849,0.1,2.02020202020202
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANTA",0.971,1.1138117313385,"MANOVA",0.995,0.706001281738281,2.4,2.44150559511699
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANTA",0.995,1.09838128089905,"MANOVA",0.995,0.73972749710083,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANTA",0.992,1.10336112976074,"MANOVA",0.995,0.720048904418945,0.3,0.301962757926523
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANTA",0.965,1.13166046142578,"MANOVA",0.977,0.7466881275177,1.2,1.23583934088569
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANTA",0.965,1.14122247695923,"MANOVA",0.976,0.72679877281189,1.1,1.13343637300361
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANTA",0.052,1.13077282905579,"MANOVA",0.04,0.800262451171875,1.2,26.0869565217391
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANTA",0.965,1.21201395988464,"MANOVA",0.977,0.702796459197998,1.2,1.23583934088569
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANTA",0.988,1.11262989044189,"MANOVA",0.977,0.757641553878784,1.1,1.11959287531807
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANTA",0.987,1.15771198272705,"MANOVA",0.977,0.678618907928467,1,1.0183299389002
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANTA",0.929,1.18709492683411,"MANOVA",0.925,0.8712158203125,0.4,0.431499460625675
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANTA",0.932,1.13016796112061,"MANOVA",0.925,0.709599494934082,0.700000000000001,0.753904146472806
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANTA",0.061,1.17427778244019,"MANOVA",0.048,0.80272912979126,1.3,23.8532110091743
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANTA",0.931,1.1153290271759,"MANOVA",0.926,0.744044780731201,0.5,0.53850296176629
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANTA",0.973,1.1268105506897,"MANOVA",0.925,0.700231313705444,4.79999999999999,5.05795574288724
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANTA",0.974,1.09503078460693,"MANOVA",0.925,0.720373868942261,4.89999999999999,5.16061084781463
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANTA",0.874,1.12477517127991,"MANOVA",0.892,0.747545003890991,1.8,2.03850509626274
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANTA",0.87,1.22886180877686,"MANOVA",0.894,0.712068319320679,2.4,2.72108843537415
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANTA",0.053,1.22755265235901,"MANOVA",0.048,0.825417757034302,0.5,9.9009900990099
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANTA",0.869,1.13647437095642,"MANOVA",0.892,1.08750081062317,2.3,2.61215218625781
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANTA",0.941,1.09507656097412,"MANOVA",0.892,0.701168060302734,4.89999999999999,5.34642662302236
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANTA",0.941,1.1242401599884,"MANOVA",0.892,0.720667839050293,4.89999999999999,5.34642662302236
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANTA",0.825,1.20430040359497,"MANOVA",0.932,0.739064931869507,10.7,12.1798520204895
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANTA",0.826,1.16803884506226,"MANOVA",0.93,0.746625900268555,10.4,11.8451025056948
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANTA",0.045,1.34907817840576,"MANOVA",0.051,0.825463056564331,0.6,12.5
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANTA",0.826,1.17802834510803,"MANOVA",0.932,0.711900949478149,10.6,12.0591581342435
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANTA",0.886,1.1627025604248,"MANOVA",0.932,0.751687526702881,4.6,5.06050605060506
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANTA",0.891,1.09607148170471,"MANOVA",0.932,0.747625589370728,4.1,4.49808008776742
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANTA",1,1.16281390190125,"MANOVA",1,0.702254056930542,0,0
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANTA",1,1.11889672279358,"MANOVA",1,0.750226020812988,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANTA",0.057,1.13481688499451,"MANOVA",0.053,0.889576435089111,0.4,7.27272727272728
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANTA",1,1.0935230255127,"MANOVA",1,0.739497900009155,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANTA",1,1.06753087043762,"MANOVA",1,0.736555576324463,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANTA",1,1.08434319496155,"MANOVA",1,0.718167543411255,0,0
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANTA",0.999,1.17543244361877,"MANOVA",1,0.721286773681641,0.1,0.100050025012506
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANTA",0.999,1.22809624671936,"MANOVA",1,0.754281044006348,0.1,0.100050025012506
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANTA",0.056,1.11859965324402,"MANOVA",0.041,0.807615280151367,1.5,30.9278350515464
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANTA",0.999,1.12445545196533,"MANOVA",1,0.740471601486206,0.1,0.100050025012506
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANTA",1,1.11268973350525,"MANOVA",1,0.695072889328003,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANTA",1,1.08943963050842,"MANOVA",1,0.71601390838623,0,0
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANTA",0.994,1.17991757392883,"MANOVA",0.993,0.685672044754028,0.1,0.100654252642174
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANTA",0.994,1.16042494773865,"MANOVA",0.993,0.721007585525513,0.1,0.100654252642174
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANTA",0.066,1.18682312965393,"MANOVA",0.049,0.772728443145752,1.7,29.5652173913043
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANTA",0.994,1.13931202888489,"MANOVA",0.993,0.700005531311035,0.1,0.100654252642174
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANTA",0.998,1.08335661888123,"MANOVA",0.993,0.698105335235596,0.5,0.502260170768459
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANTA",0.997,1.23737788200378,"MANOVA",0.993,1.11508989334106,0.4,0.402010050251257
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANTA",0.985,1.15443658828735,"MANOVA",0.988,0.700589895248413,0.3,0.304105423213381
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANTA",0.984,1.09713840484619,"MANOVA",0.988,0.737767219543457,0.4,0.405679513184585
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANTA",0.056,1.15475845336914,"MANOVA",0.049,0.78369140625,0.7,13.3333333333333
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANTA",0.984,1.15050220489502,"MANOVA",0.988,0.715104103088379,0.4,0.405679513184585
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANTA",0.998,1.08854055404663,"MANOVA",0.988,0.714665651321411,1,1.00704934541793
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANTA",0.998,1.12087869644165,"MANOVA",0.988,0.733965396881104,1,1.00704934541793
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANTA",0.963,1.16732668876648,"MANOVA",0.993,0.70123815536499,3,3.06748466257669
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANTA",0.957,1.16906499862671,"MANOVA",0.993,0.739865779876709,3.6,3.6923076923077
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANTA",0.046,1.24935030937195,"MANOVA",0.053,0.786823749542236,0.7,14.1414141414141
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANTA",0.961,1.18573927879333,"MANOVA",0.993,0.695358991622925,3.2,3.27533265097237
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANTA",0.988,1.10263514518738,"MANOVA",0.993,0.735691070556641,0.5,0.504795557799092
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANTA",0.987,1.12318110466003,"MANOVA",0.993,0.715654134750366,0.6,0.606060606060607
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",1,1.18888902664185,"MANOVA",1,0.749015092849731,0,0
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",1,1.49316382408142,"MANOVA",1,0.696004152297974,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",0.056,1.13616442680359,"MANOVA",0.054,0.788686752319336,0.2,3.63636363636364
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",1,1.16407942771912,"MANOVA",1,0.693866491317749,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",1,1.14902853965759,"MANOVA",1,0.673869132995605,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANTA",1,1.1906635761261,"MANOVA",1,0.697193622589111,0,0
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",1,1.13251781463623,"MANOVA",1,0.721757173538208,0,0
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",1,1.0925669670105,"MANOVA",1,0.716567039489746,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",0.059,1.1361255645752,"MANOVA",0.044,0.784667730331421,1.5,29.126213592233
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",1,1.13428735733032,"MANOVA",1,0.71545672416687,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",1,1.1067328453064,"MANOVA",1,0.681840181350708,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANTA",1,1.18981170654297,"MANOVA",1,0.72366738319397,0,0
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",1,1.19088053703308,"MANOVA",1,0.72168493270874,0,0
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",1,1.07826447486877,"MANOVA",1,0.740301609039307,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",0.066,1.18214964866638,"MANOVA",0.05,0.785981178283691,1.6,27.5862068965517
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",1,1.07271766662598,"MANOVA",1,0.716541528701782,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",1,1.071772813797,"MANOVA",1,0.838716745376587,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANTA",1,1.12624335289001,"MANOVA",1,0.718066930770874,0,0
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",1,1.12945818901062,"MANOVA",0.999,0.722885847091675,0.1,0.100050025012506
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",1,1.14428567886353,"MANOVA",0.999,0.784693956375122,0.1,0.100050025012506
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",0.059,1.15744423866272,"MANOVA",0.051,0.744246006011963,0.8,14.5454545454545
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",1,1.11865520477295,"MANOVA",0.999,0.673148155212402,0.1,0.100050025012506
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",1,1.13453125953674,"MANOVA",0.999,1.11521005630493,0.1,0.100050025012506
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANTA",1,1.22029113769531,"MANOVA",0.999,0.696166515350342,0.1,0.100050025012506
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",0.999,1.16407251358032,"MANOVA",0.999,0.72259521484375,0,0
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",0.999,1.14368629455566,"MANOVA",0.999,0.744091987609863,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",0.05,1.16754794120789,"MANOVA",0.054,0.805457830429077,0.4,7.69230769230769
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",1,1.13194179534912,"MANOVA",0.999,0.69614577293396,0.1,0.100050025012506
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",1,1.11062097549438,"MANOVA",0.999,0.715831995010376,0.1,0.100050025012506
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANTA",1,1.28296542167664,"MANOVA",0.999,0.738337516784668,0.1,0.100050025012506
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",1,1.08887624740601,"MANOVA",1,0.726593255996704,0,0
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",1,1.12038230895996,"MANOVA",1,0.695935487747192,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",0.059,1.17684173583984,"MANOVA",0.058,0.790144443511963,0.0999999999999994,1.7094017094017
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",1,1.07997345924377,"MANOVA",1,0.826366901397705,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",1,1.52741360664368,"MANOVA",1,0.715367317199707,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",1,1.1363787651062,"MANOVA",1,0.717559814453125,0,0
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANTA",1,1.12968826293945,"MANOVA",1,0.791678428649902,0,0
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANTA",1,1.17635560035706,"MANOVA",1,0.766095876693726,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANTA",0.061,1.13541579246521,"MANOVA",0.048,0.785237073898315,1.3,23.8532110091743
