"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","MANTA_col","Pot_MANTA","tcomp_MANTA"
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.06,1000,"MANOVA",0.291,0.724861860275269
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANOVA",0.323,0.728161811828613
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANOVA",0.321,0.766054391860962
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANOVA",0.047,0.80016016960144
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANOVA",0.321,0.722415924072266
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANOVA",0.323,0.716749429702759
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.06,1000,"MANOVA",0.323,0.716352701187134
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANOVA",0.89,0.706028461456299
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANOVA",0.889,0.726038932800293
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANOVA",0.047,0.782266139984131
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANOVA",0.89,0.701050519943237
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANOVA",0.89,0.71699047088623
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.09,1000,"MANOVA",0.89,0.697136878967285
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANOVA",0.813,0.70675778388977
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANOVA",0.81,0.726375579833984
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANOVA",0.04,0.782082796096802
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANOVA",0.812,0.724567890167236
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANOVA",0.813,0.719430685043335
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.09,1000,"MANOVA",0.813,0.744408369064331
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANOVA",0.669,0.748785257339478
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANOVA",0.669,0.724502801895142
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANOVA",0.046,0.822667121887207
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANOVA",0.668,0.784562587738037
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANOVA",0.669,0.718208312988281
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.09,1000,"MANOVA",0.669,0.752599954605103
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANOVA",0.629,1.17098069190979
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANOVA",0.629,0.706726789474487
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANOVA",0.047,0.896755695343018
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANOVA",0.631,0.718407154083252
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANOVA",0.629,0.69795298576355
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.09,1000,"MANOVA",0.629,0.695841789245605
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANOVA",0.678,0.748989820480347
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANOVA",0.674,0.781502962112427
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANOVA",0.049,0.823699951171875
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANOVA",0.678,0.70250654220581
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANOVA",0.678,0.719809055328369
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.09,1000,"MANOVA",0.678,0.700437307357788
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANOVA",0.995,0.689050912857056
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANOVA",0.995,0.798077344894409
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANOVA",0.049,0.804372072219849
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANOVA",0.995,0.706001281738281
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANOVA",0.995,0.73972749710083
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.12,1000,"MANOVA",0.995,0.720048904418945
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANOVA",0.977,0.7466881275177
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANOVA",0.976,0.72679877281189
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANOVA",0.04,0.800262451171875
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANOVA",0.977,0.702796459197998
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANOVA",0.977,0.757641553878784
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.12,1000,"MANOVA",0.977,0.678618907928467
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANOVA",0.925,0.8712158203125
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANOVA",0.925,0.709599494934082
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANOVA",0.048,0.80272912979126
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANOVA",0.926,0.744044780731201
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANOVA",0.925,0.700231313705444
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.12,1000,"MANOVA",0.925,0.720373868942261
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANOVA",0.892,0.747545003890991
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANOVA",0.894,0.712068319320679
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANOVA",0.048,0.825417757034302
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANOVA",0.892,1.08750081062317
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANOVA",0.892,0.701168060302734
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.12,1000,"MANOVA",0.892,0.720667839050293
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANOVA",0.932,0.739064931869507
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANOVA",0.93,0.746625900268555
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANOVA",0.051,0.825463056564331
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANOVA",0.932,0.711900949478149
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANOVA",0.932,0.751687526702881
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.12,1000,"MANOVA",0.932,0.747625589370728
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANOVA",1,0.702254056930542
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANOVA",1,0.750226020812988
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANOVA",0.053,0.889576435089111
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANOVA",1,0.739497900009155
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANOVA",1,0.736555576324463
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.15,1000,"MANOVA",1,0.718167543411255
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANOVA",1,0.721286773681641
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANOVA",1,0.754281044006348
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANOVA",0.041,0.807615280151367
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANOVA",1,0.740471601486206
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANOVA",1,0.695072889328003
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.15,1000,"MANOVA",1,0.71601390838623
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANOVA",0.993,0.685672044754028
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANOVA",0.993,0.721007585525513
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANOVA",0.049,0.772728443145752
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANOVA",0.993,0.700005531311035
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANOVA",0.993,0.698105335235596
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.15,1000,"MANOVA",0.993,1.11508989334106
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANOVA",0.988,0.700589895248413
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANOVA",0.988,0.737767219543457
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANOVA",0.049,0.78369140625
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANOVA",0.988,0.715104103088379
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANOVA",0.988,0.714665651321411
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.15,1000,"MANOVA",0.988,0.733965396881104
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANOVA",0.993,0.70123815536499
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANOVA",0.993,0.739865779876709
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANOVA",0.053,0.786823749542236
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANOVA",0.993,0.695358991622925
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANOVA",0.993,0.735691070556641
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.15,1000,"MANOVA",0.993,0.715654134750366
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANOVA",1,0.749015092849731
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANOVA",1,0.696004152297974
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANOVA",0.054,0.788686752319336
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANOVA",1,0.693866491317749
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANOVA",1,0.673869132995605
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.18,1000,"MANOVA",1,0.697193622589111
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANOVA",1,0.721757173538208
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANOVA",1,0.716567039489746
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANOVA",0.044,0.784667730331421
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANOVA",1,0.71545672416687
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANOVA",1,0.681840181350708
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.18,1000,"MANOVA",1,0.72366738319397
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANOVA",1,0.72168493270874
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANOVA",1,0.740301609039307
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANOVA",0.05,0.785981178283691
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANOVA",1,0.716541528701782
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANOVA",1,0.838716745376587
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.18,1000,"MANOVA",1,0.718066930770874
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANOVA",0.999,0.722885847091675
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANOVA",0.999,0.784693956375122
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANOVA",0.051,0.744246006011963
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANOVA",0.999,0.673148155212402
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANOVA",0.999,1.11521005630493
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.18,1000,"MANOVA",0.999,0.696166515350342
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANOVA",0.999,0.72259521484375
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANOVA",0.999,0.744091987609863
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANOVA",0.054,0.805457830429077
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANOVA",0.999,0.69614577293396
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANOVA",0.999,0.715831995010376
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.18,1000,"MANOVA",0.999,0.738337516784668
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANOVA",1,0.726593255996704
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANOVA",1,0.695935487747192
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANOVA",0.058,0.790144443511963
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANOVA",1,0.826366901397705
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANOVA",1,0.715367317199707
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANOVA",1,0.717559814453125
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANOVA",1,0.791678428649902
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANOVA",1,0.766095876693726
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANOVA",0.048,0.785237073898315
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANOVA",1,0.738042116165161
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANOVA",1,0.712770700454712
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.21,1000,"MANOVA",1,0.696316719055176
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANOVA",1,0.720605850219727
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANOVA",1,0.729245185852051
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANOVA",0.051,0.834325075149536
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANOVA",1,0.695919990539551
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANOVA",1,0.694570541381836
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.21,1000,"MANOVA",1,0.734742879867554
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANOVA",1,1.07785630226135
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANOVA",1,0.819037437438965
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANOVA",0.053,0.818651676177979
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANOVA",1,0.695066213607788
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANOVA",1,0.694329023361206
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.21,1000,"MANOVA",1,0.714625835418701
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANOVA",1,0.806649923324585
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANOVA",1,0.720736265182495
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANOVA",0.056,0.766646146774292
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANOVA",1,0.718289613723755
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANOVA",1,0.698259115219116
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.21,1000,"MANOVA",1,0.778685808181763
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANOVA",1,0.703701972961426
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANOVA",1,0.718734979629517
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANOVA",0.06,0.796309471130371
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANOVA",1,0.699670553207397
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANOVA",1,0.71698522567749
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.24,1000,"MANOVA",1,0.696898698806763
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANOVA",1,0.680121898651123
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANOVA",1,0.71656322479248
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANOVA",0.052,0.867537021636963
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANOVA",1,0.715257883071899
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANOVA",1,0.694791793823242
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.24,1000,"MANOVA",1,0.736032247543335
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANOVA",1,0.681285619735718
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANOVA",1,0.718950271606445
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANOVA",0.055,0.764685869216919
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANOVA",1,0.694008111953735
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANOVA",1,0.726183176040649
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.4,0.24,1000,"MANOVA",1,0.739902496337891
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANOVA",1,1.13893389701843
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANOVA",1,0.719013452529907
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANOVA",0.056,0.763646602630615
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANOVA",1,0.79365348815918
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANOVA",1,0.718027353286743
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.6,0.24,1000,"MANOVA",1,0.694339990615845
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANOVA",1,0.746070384979248
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANOVA",1,0.719465255737305
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANOVA",0.058,0.774949789047241
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANOVA",1,0.735814809799194
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANOVA",1,0.716657638549805
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.8,0.24,1000,"MANOVA",1,0.695361137390137
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANOVA",1,0.730836391448975
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANOVA",1,0.720875024795532
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANOVA",0.063,0.807170152664185
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANOVA",1,0.696837425231934
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANOVA",1,0.733879089355469
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.27,1000,"MANOVA",1,0.714131832122803
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANOVA",1,0.719961404800415
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANOVA",1,0.695235967636108
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANOVA",0.053,0.859885931015015
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANOVA",1,0.783228874206543
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0.2,0.27,1000,"MANOVA",1,0.703307151794434
