"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Datos sin transformar","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.1575,1000,0.279,1.1258749961853,0.455,0.688808441162109
"Transformación logarítmica","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.1575,1000,0.348,1.12608361244202,0.52,0.684623956680298
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.1575,1000,0.981,1.51015114784241,0.999,0.767127275466919
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.1575,1000,0.296,1.22656106948853,0.484,0.946365833282471
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.1575,1000,NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.1575,1000,NA,NA,NA,NA
