"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","Método","Potencia","tcomp"
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.002,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.004,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.004,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.004,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.004,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.004,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.004,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.006,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.006,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.006,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.006,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.006,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.006,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.008,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.01,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.012,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.016,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.02,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.024,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.028,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.028,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.028,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.028,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.028,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.028,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.032,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.032,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.032,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.032,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.032,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,3,0.024,NA,0.032,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.002,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.002,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.002,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.002,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.002,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.002,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.004,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.004,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.004,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.004,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.004,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.004,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.006,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.006,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.006,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.006,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.006,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.006,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.008,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.008,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.008,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.008,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.008,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.008,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.01,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.01,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.01,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.01,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.01,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.01,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.012,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.012,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.012,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.012,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.012,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.012,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.016,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.016,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.016,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.016,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.016,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.016,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.02,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.02,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.02,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.02,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.02,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.02,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.024,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.024,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.024,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.024,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.024,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.024,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.028,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.028,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.028,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.028,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.028,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.028,1000,"MANOVA",NA,NA
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.032,1000,"MANOVA",NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.032,1000,"MANOVA",NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.032,1000,"MANOVA",NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.032,1000,"MANOVA",NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.032,1000,"MANOVA",NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,5,0.023,NA,0.032,1000,"MANOVA",NA,NA
