"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Datos sin transformar","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.018,1000,0.06,1.22414302825928,0.057,0.729409217834473
"Transformación logarítmica","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.018,1000,0.057,1.30554008483887,0.057,0.698511362075806
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.018,1000,0.051,1.2250645160675,0.052,0.818566560745239
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.018,1000,0.058,1.13994121551514,0.055,1.06574559211731
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.018,1000,0.062,1.12888169288635,0.057,0.729210376739502
"Normalización Min- Max","mvnorm",0.05,1000,300,"equal",3,NA,NA,0,0.018,1000,0.057,1.13843297958374,0.057,0.771990299224854
