"Datos","Modelo","alpha","S","n","Var","q","loc","delta","stdev","Cor","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,1,0.028,0.025,NA,1000,1,1.25737619400024,NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,1,0.028,0.025,NA,1000,1,1.13027262687683,NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,1,0.028,0.025,NA,1000,0.817,1.19935822486877,NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,1,0.028,0.025,NA,1000,1,27.3273181915283,NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,1,0.028,0.025,NA,1000,NA,NA,NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,1,0.028,0.025,NA,1000,NA,NA,NA,NA
