"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,0.427,1.10203218460083,0.627,0.759783267974854
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,0.495,1.31077075004578,0.657,0.734828948974609
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,0.98,1.47933888435364,0.999,0.775766849517822
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,0.432,1.0431182384491,0.635,0.70844292640686
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,NA,NA,NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,NA,NA,NA,NA
