"Datos","Modelo","alpha","S","n","q","Var","delta","Cor","loc","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Datos sin transformar","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0.001,1.10036683082581,0,0.683066606521606
"Transformación logarítmica","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0.001,1.34093976020813,0,0.68167781829834
"Transformación Centered Log Ratio (clr)","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0,1.0848925113678,0,0.762279033660889
"Transformación raíz cuadrada","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0.001,1.06368517875671,0,0.69653058052063
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0.001,1.06325459480286,0,0.675990581512451
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0.001,1.03866577148438,0,0.67694878578186
