"Datos","Modelo","alpha","S","n","q","Var","delta","Cor","loc","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Datos sin transformar","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.009,1.11707758903503,0.003,0.661449193954468
"Transformación logarítmica","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.008,1.08580899238586,0.003,0.85651421546936
"Transformación Centered Log Ratio (clr)","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.01,1.10051012039185,0.007,0.822145700454712
"Transformación raíz cuadrada","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.008,1.0425865650177,0.003,0.693482637405396
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.005,1.0376706123352,0.003,0.691684484481812
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.004,1.07278180122375,0.003,0.658019781112671
