"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","MANTA_col","Pot_MANTA","tcomp_MANTA","MANOVA_col","Pot_MANOVA","tcomp_MANOVA"
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1225,1000,"MANTA",0.165,1.10058879852295,"MANOVA",0.306,0.678222179412842
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1225,1000,"MANTA",0.24,1.10595059394836,"MANOVA",0.375,0.686218500137329
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1225,1000,"MANTA",0.981,1.46982145309448,"MANOVA",0.999,0.766651391983032
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1225,1000,"MANTA",0.194,1.19270801544189,"MANOVA",0.313,0.671341180801392
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1225,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1225,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.14,1000,"MANTA",0.216,1.09025406837463,"MANOVA",0.385,0.705137014389038
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.14,1000,"MANTA",0.288,1.08730459213257,"MANOVA",0.449,0.774557828903198
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.14,1000,"MANTA",0.981,1.48436760902405,"MANOVA",0.999,0.759816646575928
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.14,1000,"MANTA",0.231,1.11980199813843,"MANOVA",0.402,0.681604623794556
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.14,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.14,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1575,1000,"MANTA",0.279,1.13254308700562,"MANOVA",0.455,0.742454528808594
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1575,1000,"MANTA",0.348,1.15859889984131,"MANOVA",0.52,0.668537855148315
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1575,1000,"MANTA",0.981,1.47407746315002,"MANOVA",0.999,0.989664793014526
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1575,1000,"MANTA",0.296,1.06647229194641,"MANOVA",0.484,0.700193166732788
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1575,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1575,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.175,1000,"MANTA",0.35,1.12411332130432,"MANOVA",0.548,0.728951454162598
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.175,1000,"MANTA",0.409,1.07491970062256,"MANOVA",0.589,0.706725358963013
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.175,1000,"MANTA",0.981,1.48765754699707,"MANOVA",0.999,0.741319179534912
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.175,1000,"MANTA",0.366,1.0947527885437,"MANOVA",0.568,0.662913084030151
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.175,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.175,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,"MANTA",0.427,1.10203218460083,"MANOVA",0.627,0.759783267974854
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,"MANTA",0.495,1.31077075004578,"MANOVA",0.657,0.734828948974609
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,"MANTA",0.98,1.47933888435364,"MANOVA",0.999,0.775766849517822
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,"MANTA",0.432,1.0431182384491,"MANOVA",0.635,0.70844292640686
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.1925,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",0.501,1.07522916793823,"MANOVA",0.693,0.720466613769531
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",0.556,1.18172359466553,"MANOVA",0.71,0.708195209503174
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",0.978,1.47669506072998,"MANOVA",0.999,0.758196592330933
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",0.521,1.08616638183594,"MANOVA",0.702,0.684152126312256
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.21,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2275,1000,"MANTA",0.584,1.12894749641418,"MANOVA",0.754,0.70681619644165
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2275,1000,"MANTA",0.633,1.09591698646545,"MANOVA",0.779,0.699179887771606
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2275,1000,"MANTA",0.978,1.46614050865173,"MANOVA",0.999,0.782010316848755
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2275,1000,"MANTA",0.599,1.07451677322388,"MANOVA",0.747,0.684205055236816
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2275,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2275,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",0.666,1.32298040390015,"MANOVA",0.792,0.675562858581543
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",0.703,1.10676622390747,"MANOVA",0.823,0.676853895187378
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",0.978,1.4870331287384,"MANOVA",0.999,0.758146286010742
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",0.679,1.07578372955322,"MANOVA",0.801,0.749842643737793
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",0.747,1.09741497039795,"MANOVA",0.834,0.676928281784058
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",0.773,1.09991955757141,"MANOVA",0.858,0.669595718383789
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",0.98,1.57778787612915,"MANOVA",0.999,0.798126935958862
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",0.754,1.07982063293457,"MANOVA",0.846,0.722698926925659
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",0.796,1.1094241142273,"MANOVA",0.868,0.684030532836914
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",0.818,1.16105580329895,"MANOVA",0.902,0.688540458679199
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",0.979,1.74188876152039,"MANOVA",0.999,0.760099411010742
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",0.81,1.10150837898254,"MANOVA",0.879,0.680814743041992
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",0.845,1.16201496124268,"MANOVA",0.898,0.720837354660034
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",0.859,1.17151927947998,"MANOVA",0.921,0.768758773803711
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",0.98,1.62249612808228,"MANOVA",0.999,0.81498384475708
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",0.846,1.18861603736877,"MANOVA",0.911,0.709368705749512
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",0.897,1.10396385192871,"MANOVA",0.926,0.68874716758728
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",0.891,1.09861826896667,"MANOVA",0.937,0.693109035491943
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",0.98,1.53357267379761,"MANOVA",0.999,0.764330625534058
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",0.892,1.12951827049255,"MANOVA",0.932,0.772172927856445
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",0.928,1.33688497543335,"MANOVA",0.947,0.67536187171936
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",0.917,1.19244837760925,"MANOVA",0.957,0.680328130722046
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",0.981,1.58264303207397,"MANOVA",0.999,0.74429440498352
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",0.924,1.08205962181091,"MANOVA",0.949,0.699402570724487
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",0.955,1.09225511550903,"MANOVA",0.96,0.707169055938721
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",0.947,1.20449423789978,"MANOVA",0.966,0.720325469970703
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",0.981,1.50765347480774,"MANOVA",0.999,0.784377336502075
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",0.946,1.08406376838684,"MANOVA",0.964,0.683538675308228
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",0.064,1.0679624080658,"MANOVA",0.071,0.701382160186768
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",0.101,1.07933974266052,"MANOVA",0.134,0.698606967926025
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",0.887,1.90188050270081,"MANOVA",0.967,0.760736703872681
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",0.075,1.10980319976807,"MANOVA",0.096,0.661603212356567
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",0.062,1.19124627113342,"MANOVA",0.062,0.685369491577148
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",0.132,1.10128045082092,"MANOVA",0.149,0.692116498947144
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",0.981,1.49537467956543,"MANOVA",0.999,0.759822130203247
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",0.081,1.08405876159668,"MANOVA",0.086,0.920626163482666
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",0.069,1.11954188346863,"MANOVA",0.071,0.693417549133301
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",0.133,1.13858604431152,"MANOVA",0.175,0.684451341629028
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",0.981,1.55975866317749,"MANOVA",0.999,0.840548515319824
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",0.092,1.07795643806458,"MANOVA",0.1,0.691232442855835
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",0.075,1.05926775932312,"MANOVA",0.088,0.69159197807312
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",0.144,1.05316734313965,"MANOVA",0.197,0.808973550796509
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",0.981,1.44744348526001,"MANOVA",0.999,0.76207685470581
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",0.097,1.27994394302368,"MANOVA",0.125,0.656772375106812
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",0.083,1.0831081867218,"MANOVA",0.13,0.677278995513916
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",0.152,1.15012836456299,"MANOVA",0.222,0.68306565284729
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",0.98,1.48982048034668,"MANOVA",0.999,0.750834941864014
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",0.106,1.0606644153595,"MANOVA",0.168,0.683222770690918
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",0.101,1.09909820556641,"MANOVA",0.176,0.682385921478271
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",0.173,1.07048678398132,"MANOVA",0.265,0.67539644241333
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",0.98,1.45101261138916,"MANOVA",0.999,0.753053188323975
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",0.126,1.17301511764526,"MANOVA",0.208,0.685555696487427
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",0.13,1.38169932365417,"MANOVA",0.233,0.67397665977478
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",0.198,1.2118136882782,"MANOVA",0.309,0.650923728942871
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",0.981,1.45880746841431,"MANOVA",0.999,0.735062599182129
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",0.158,1.08260679244995,"MANOVA",0.251,0.666869640350342
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",0.165,1.09173321723938,"MANOVA",0.306,0.6607985496521
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",0.24,1.0776047706604,"MANOVA",0.375,0.666075944900513
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",0.981,1.59332251548767,"MANOVA",0.999,0.726164102554321
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",0.194,1.08724141120911,"MANOVA",0.313,0.659476041793823
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",0.216,1.06244087219238,"MANOVA",0.385,0.692240953445435
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",0.288,1.05989265441895,"MANOVA",0.449,0.690695762634277
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",0.981,1.45968651771545,"MANOVA",0.999,0.840404272079468
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",0.231,1.04857850074768,"MANOVA",0.402,0.67951488494873
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",0.279,1.12482118606567,"MANOVA",0.455,0.680488348007202
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",0.348,1.2063615322113,"MANOVA",0.52,0.681990146636963
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",0.981,1.76065325737,"MANOVA",0.999,0.759931325912476
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",0.296,1.10011529922485,"MANOVA",0.484,0.679970979690552
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",0.35,1.0611424446106,"MANOVA",0.548,0.69908332824707
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",0.409,1.0898449420929,"MANOVA",0.589,0.677835941314697
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",0.981,1.4983127117157,"MANOVA",0.999,0.764192581176758
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",0.366,1.08292841911316,"MANOVA",0.568,0.687221765518188
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",0.427,1.1000645160675,"MANOVA",0.627,0.697993278503418
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",0.495,1.32619667053223,"MANOVA",0.657,0.654150009155273
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",0.98,1.47555160522461,"MANOVA",0.999,0.729114055633545
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",0.432,1.06579971313477,"MANOVA",0.635,0.886369228363037
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",NA,NA,"MANOVA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",0.501,1.12221717834473,"MANOVA",0.693,0.672860860824585
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",0.556,1.07426977157593,"MANOVA",0.71,0.674776792526245
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",0.978,1.45803642272949,"MANOVA",0.999,0.76315712928772
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",0.521,1.04705548286438,"MANOVA",0.702,0.70384931564331
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",NA,NA,"MANOVA",NA,NA
