"Datos","Modelo","alpha","S","n","Var","q","loc","stdev","Cor","delta","lambda","Método","Potencia","tcomp"
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",0.666,1.32298040390015
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",0.703,1.10676622390747
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",0.978,1.4870331287384
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",0.679,1.07578372955322
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.245,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",0.747,1.09741497039795
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",0.773,1.09991955757141
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",0.98,1.57778787612915
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",0.754,1.07982063293457
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2625,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",0.796,1.1094241142273
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",0.818,1.16105580329895
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",0.979,1.74188876152039
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",0.81,1.10150837898254
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.28,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",0.845,1.16201496124268
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",0.859,1.17151927947998
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",0.98,1.62249612808228
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",0.846,1.18861603736877
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.2975,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",0.897,1.10396385192871
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",0.891,1.09861826896667
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",0.98,1.53357267379761
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",0.892,1.12951827049255
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.315,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",0.928,1.33688497543335
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",0.917,1.19244837760925
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",0.981,1.58264303207397
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",0.924,1.08205962181091
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.3325,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",0.955,1.09225511550903
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",0.947,1.20449423789978
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",0.981,1.50765347480774
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",0.946,1.08406376838684
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequal",3,NA,NA,0,0.35,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",0.064,1.0679624080658
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",0.101,1.07933974266052
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",0.887,1.90188050270081
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",0.075,1.10980319976807
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",0.062,1.19124627113342
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",0.132,1.10128045082092
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",0.981,1.49537467956543
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",0.081,1.08405876159668
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0175,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",0.069,1.11954188346863
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",0.133,1.13858604431152
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",0.981,1.55975866317749
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",0.092,1.07795643806458
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.035,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",0.075,1.05926775932312
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",0.144,1.05316734313965
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",0.981,1.44744348526001
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",0.097,1.27994394302368
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0525,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",0.083,1.0831081867218
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",0.152,1.15012836456299
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",0.98,1.48982048034668
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",0.106,1.0606644153595
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.07,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",0.101,1.09909820556641
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",0.173,1.07048678398132
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",0.98,1.45101261138916
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",0.126,1.17301511764526
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.0875,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",0.13,1.38169932365417
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",0.198,1.2118136882782
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",0.981,1.45880746841431
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",0.158,1.08260679244995
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.105,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",0.165,1.09173321723938
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",0.24,1.0776047706604
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",0.981,1.59332251548767
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",0.194,1.08724141120911
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1225,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",0.216,1.06244087219238
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",0.288,1.05989265441895
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",0.981,1.45968651771545
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",0.231,1.04857850074768
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.14,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",0.279,1.12482118606567
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",0.348,1.2063615322113
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",0.981,1.76065325737
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",0.296,1.10011529922485
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1575,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",0.35,1.0611424446106
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",0.409,1.0898449420929
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",0.981,1.4983127117157
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",0.366,1.08292841911316
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.175,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",0.427,1.1000645160675
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",0.495,1.32619667053223
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",0.98,1.47555160522461
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",0.432,1.06579971313477
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.1925,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",0.501,1.12221717834473
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",0.556,1.07426977157593
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",0.978,1.45803642272949
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",0.521,1.04705548286438
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.21,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2275,1000,"MANTA",0.584,1.07407164573669
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2275,1000,"MANTA",0.633,1.0570559501648
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2275,1000,"MANTA",0.978,1.68466544151306
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2275,1000,"MANTA",0.599,1.07730269432068
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2275,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2275,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.245,1000,"MANTA",0.666,1.05034828186035
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.245,1000,"MANTA",0.703,1.04212117195129
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.245,1000,"MANTA",0.978,1.4616916179657
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.245,1000,"MANTA",0.679,1.03281569480896
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.245,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.245,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2625,1000,"MANTA",0.747,1.07970929145813
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2625,1000,"MANTA",0.773,1.06502532958984
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2625,1000,"MANTA",0.98,1.43174910545349
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2625,1000,"MANTA",0.754,1.0657753944397
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2625,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2625,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.28,1000,"MANTA",0.796,1.10359764099121
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.28,1000,"MANTA",0.818,1.08696460723877
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.28,1000,"MANTA",0.979,1.49552273750305
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.28,1000,"MANTA",0.81,1.3542652130127
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.28,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.28,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2975,1000,"MANTA",0.845,1.06250953674316
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2975,1000,"MANTA",0.859,1.10619115829468
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2975,1000,"MANTA",0.98,1.4594669342041
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2975,1000,"MANTA",0.846,1.07560396194458
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2975,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.2975,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.315,1000,"MANTA",0.897,1.08000254631042
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.315,1000,"MANTA",0.891,1.0670850276947
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.315,1000,"MANTA",0.98,1.49225831031799
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.315,1000,"MANTA",0.892,1.06856822967529
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.315,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.315,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.3325,1000,"MANTA",0.928,1.32264161109924
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.3325,1000,"MANTA",0.917,1.05111169815063
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.3325,1000,"MANTA",0.981,1.46130752563477
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.3325,1000,"MANTA",0.924,1.0491726398468
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.3325,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.3325,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.35,1000,"MANTA",0.955,1.07854747772217
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.35,1000,"MANTA",0.947,1.06318998336792
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.35,1000,"MANTA",0.981,1.45536422729492
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.35,1000,"MANTA",0.946,1.06938862800598
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.35,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT1",3,NA,NA,0,0.35,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0,1000,"MANTA",0.064,1.09911322593689
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0,1000,"MANTA",0.101,1.07901406288147
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0,1000,"MANTA",0.887,2.15664529800415
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0,1000,"MANTA",0.075,1.01951575279236
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0175,1000,"MANTA",0.062,1.07733011245728
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0175,1000,"MANTA",0.132,1.04991626739502
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0175,1000,"MANTA",0.981,1.45385146141052
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0175,1000,"MANTA",0.081,1.04203295707703
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0175,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0175,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.035,1000,"MANTA",0.069,1.08146405220032
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.035,1000,"MANTA",0.133,1.06523370742798
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.035,1000,"MANTA",0.981,1.65728044509888
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.035,1000,"MANTA",0.092,1.69093871116638
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.035,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.035,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0525,1000,"MANTA",0.075,1.11043262481689
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0525,1000,"MANTA",0.144,1.04140543937683
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0525,1000,"MANTA",0.981,1.434650182724
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0525,1000,"MANTA",0.097,1.05152893066406
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0525,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0525,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.07,1000,"MANTA",0.083,1.04902148246765
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.07,1000,"MANTA",0.152,1.08162188529968
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.07,1000,"MANTA",0.98,1.46707081794739
"Transformación raíz cuadrada","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.07,1000,"MANTA",0.106,1.09810304641724
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.07,1000,"MANTA",NA,NA
"Normalización Min- Max","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.07,1000,"MANTA",NA,NA
"Datos sin transformar","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0875,1000,"MANTA",0.101,1.08211374282837
"Transformación logarítmica","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0875,1000,"MANTA",0.173,1.08197736740112
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,"unequalALT2",3,NA,NA,0,0.0875,1000,"MANTA",0.98,1.6668848991394
