"Datos","Modelo","alpha","S","n","q","Var","delta","Cor","loc","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA","δ Potencia (%)","RPD Potencia (%)"
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.4,0.8,1,NA,1,1.10105562210083,0.999,0.696873426437378,0.1,0.100050025012506
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.6,0,1,NA,1,1.06379294395447,1,0.684525012969971,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.6,0.2,1,NA,1,1.07014942169189,1,0.686734199523926,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.6,0.4,1,NA,1,1.03680515289307,1,0.690710544586182,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.6,0.6,1,NA,1,1.05664300918579,1,0.665366649627686,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.6,0.8,1,NA,1,1.14113259315491,1,0.717028617858887,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.8,0,1,NA,1,1.03531885147095,1,0.748153448104858,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.8,0.2,1,NA,1,1.02819633483887,1,0.683426856994629,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.8,0.4,1,NA,1,1.04932165145874,1,0.68503999710083,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.8,0.6,1,NA,1,1.04041767120361,1,0.683173179626465,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.8,0.8,1,NA,1,1.13690328598022,1,0.723643779754639,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",1,0,1,NA,1,1.06200838088989,1,0.681680917739868,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",1,0.2,1,NA,1,1.06694626808167,1,0.685690879821777,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",1,0.4,1,NA,1,1.05135154724121,1,0.703248023986816,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",1,0.6,1,NA,1,1.07751321792603,1,0.669552326202393,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",1,0.8,1,NA,1,1.1233606338501,1,0.705177307128906,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0,0,1,NA,0.049,1.06330823898315,0.052,0.700385332107544,0.3,5.94059405940593
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0,0.2,1,NA,0.046,1.04283618927002,0.052,0.702609777450562,0.6,12.2448979591837
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0,0.4,1,NA,0.047,1.28604960441589,0.052,0.684291362762451,0.5,10.1010101010101
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0,0.6,1,NA,0.053,1.06345510482788,0.052,0.691593408584595,0.1,1.90476190476191
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0,0.8,1,NA,0.05,1.41216206550598,0.052,0.68221640586853,0.199999999999999,3.92156862745097
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.2,0,1,NA,1,1.02583885192871,1,0.687942504882812,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.03202366828918,1,0.68330192565918,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.2,0.4,1,NA,1,1.07683253288269,1,0.696545839309692,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.05001616477966,1,0.682523727416992,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.2,0.8,1,NA,1,1.08174109458923,1,0.684034824371338,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.4,0,1,NA,1,1.28393888473511,1,0.708251476287842,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.07197141647339,1,0.689074993133545,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.05042505264282,1,0.684927463531494,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.06338405609131,1,0.685405731201172,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.14377784729004,1,0.701364994049072,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.6,0,1,NA,1,1.37594771385193,1,0.738012790679932,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.07661962509155,1,0.726272106170654,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.11020565032959,1,0.701088666915894,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.06922888755798,1,0.86166787147522,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.30531048774719,1,0.679681539535522,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.8,0,1,NA,1,1.0414719581604,1,0.680237770080566,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.02424907684326,1,0.754929780960083,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.04246377944946,1,0.756321907043457,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.05460238456726,1,0.679892539978027,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.12606716156006,1,0.659913301467896,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",1,0,1,NA,1,1.077716588974,1,0.672670125961304,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",1,0.2,1,NA,1,1.02445244789124,1,0.680286645889282,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",1,0.4,1,NA,1,1.32410573959351,1,0.68216872215271,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",1,0.6,1,NA,1,1.14959073066711,1,0.698299407958984,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"unequal",1,0.8,1,NA,1,1.15103936195374,1,0.689493417739868,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0,0,1,NA,0.004,1.04838943481445,0.003,0.699926614761353,0.1,28.5714285714286
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0,0.2,1,NA,0.007,1.11128616333008,0.003,0.658522605895996,0.4,80
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0,0.4,1,NA,0.012,1.11680316925049,0.003,0.662768363952637,0.9,120
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0,0.6,1,NA,0.012,1.09529566764832,0.003,0.675699710845947,0.9,120
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0,0.8,1,NA,0.011,1.07548952102661,0.003,1.07145690917969,0.8,114.285714285714
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.2,0,1,NA,0.902,1.08324193954468,0.895,0.679621696472168,0.700000000000001,0.779076238174736
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.2,0.2,1,NA,0.857,1.05667686462402,0.746,0.70146107673645,11.1,13.8490330630069
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.2,0.4,1,NA,0.764,1.08202028274536,0.54,0.901226043701172,22.4,34.3558282208589
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.2,0.6,1,NA,0.646,1.06115818023682,0.419,0.687546730041504,22.7,42.6291079812207
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.2,0.8,1,NA,0.544,1.08610391616821,0.327,0.680200815200806,21.7,49.8277841561424
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.4,0,1,NA,1,1.11441016197205,1,0.711669445037842,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.4,0.2,1,NA,1,1.06852316856384,1,0.698185443878174,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.4,0.4,1,NA,1,1.07524800300598,1,0.693132638931274,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.4,0.6,1,NA,1,1.06004548072815,0.999,0.847380638122559,0.1,0.100050025012506
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.4,0.8,1,NA,0.999,1.09575009346008,0.995,0.660634517669678,0.4,0.401203610832498
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.6,0,1,NA,1,1.07982993125916,1,0.677762985229492,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.6,0.2,1,NA,1,1.55119371414185,1,0.680450677871704,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.6,0.4,1,NA,1,1.07550811767578,1,0.71088171005249,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.6,0.6,1,NA,1,1.06223750114441,1,0.676462888717651,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.6,0.8,1,NA,1,1.45462989807129,1,0.658210039138794,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.8,0,1,NA,1,1.03565883636475,1,0.694976806640625,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.8,0.2,1,NA,1,1.05294513702393,1,0.695398092269897,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.8,0.4,1,NA,1,1.07054615020752,1,0.685429811477661,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.8,0.6,1,NA,1,1.17846441268921,1,0.675479173660278,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",0.8,0.8,1,NA,1,1.13305449485779,1,0.678431749343872,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",1,0,1,NA,1,1.03903222084045,1,0.676880121231079,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",1,0.2,1,NA,1,1.37063050270081,1,0.656629800796509,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",1,0.4,1,NA,1,1.07411742210388,1,0.702042102813721,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",1,0.6,1,NA,1,1.15772080421448,1,0.696608781814575,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"equal",1,0.8,1,NA,1,1.14233231544495,1,1.01901316642761,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.004,1.07278180122375,0.003,0.658019781112671,0.1,28.5714285714286
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0.2,1,NA,0.005,1.03677129745483,0.003,0.675321817398071,0.2,50
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0.4,1,NA,0.012,1.0290322303772,0.003,0.709317445755005,0.9,120
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0.6,1,NA,0.01,1.07367062568665,0.003,0.684457063674927,0.7,107.692307692308
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0,0.8,1,NA,0.01,1.09985661506653,0.003,0.786808967590332,0.7,107.692307692308
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.2,0,1,NA,1,1.06192898750305,1,0.661643743515015,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.04105472564697,1,0.696330785751343,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.2,0.4,1,NA,1,1.06362557411194,1,0.694356441497803,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.24303030967712,0.999,0.693522214889526,0.1,0.100050025012506
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.2,0.8,1,NA,1,1.08505201339722,1,0.675161361694336,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.4,0,1,NA,1,1.07868456840515,1,0.734357595443726,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.09187769889832,1,0.660318851470947,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.22156095504761,1,0.684973239898682,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.07172250747681,1,0.679571866989136,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.15238475799561,1,0.678417921066284,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.6,0,1,NA,1,1.03207397460938,1,0.673156261444092,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.03999209403992,1,0.842430591583252,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.05707287788391,1,0.688540458679199,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.03178787231445,1,0.675751447677612,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.15615224838257,1,0.85385012626648,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.8,0,1,NA,1,1.01947712898254,1,0.677107334136963,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.06928968429565,1,0.687261581420898,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.01632928848267,1,0.673725366592407,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.06849312782288,1,0.69404149055481,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.14163160324097,1,0.676667213439941,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",1,0,1,NA,1,1.07263374328613,1,0.696369409561157,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",1,0.2,1,NA,1,1.05128526687622,1,0.684247732162476,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",1,0.4,1,NA,1,1.05877208709717,1,0.677753686904907,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",1,0.6,1,NA,1,1.1490318775177,1,0.715194463729858,0,0
"Normalización Min- Max","mvnorm",0.01,1000,300,3,"unequal",1,0.8,1,NA,1,1.16189622879028,1,0.6889967918396,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0,1,NA,0,1.03251600265503,0,0.674878835678101,0,NA
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0.2,1,NA,0.001,1.05129241943359,0,0.710104703903198,0.1,200
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0.4,1,NA,0,1.0351619720459,0,0.65691328048706,0,NA
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0.6,1,NA,0,1.08766460418701,0,0.696467161178589,0,NA
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0.001,1.03866577148438,0,0.67694878578186,0.1,200
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.2,0,1,NA,0.72,1.06719994544983,0.698,0.69409704208374,2.2,3.10296191819464
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.2,0.2,1,NA,0.671,1.05341625213623,0.464,0.676684379577637,20.7,36.4757709251101
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.2,0.4,1,NA,0.488,1.06305932998657,0.26,0.689591646194458,22.8,60.9625668449198
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.2,0.6,1,NA,0.383,1.03724956512451,0.172,0.673523426055908,21.1,76.036036036036
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.2,0.8,1,NA,0.279,1.03843975067139,0.123,0.673743963241577,15.6,77.6119402985075
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.4,0,1,NA,1,1.12860822677612,1,0.710666179656982,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.4,0.2,1,NA,1,1.05404138565063,1,0.67574143409729,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.4,0.4,1,NA,1,1.03550434112549,0.998,0.675765991210938,0.2,0.2002002002002
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.4,0.6,1,NA,0.998,1.04591989517212,0.988,0.696789264678955,1,1.00704934541793
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.4,0.8,1,NA,0.996,1.11052680015564,0.955,0.720262050628662,4.1,4.20297283444388
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.6,0,1,NA,1,1.08708620071411,1,1.07691788673401,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.6,0.2,1,NA,1,1.05261874198914,1,0.678991794586182,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.6,0.4,1,NA,1,1.31671452522278,1,0.6973717212677,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.6,0.6,1,NA,1,1.16708326339722,1,1.21434998512268,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.6,0.8,1,NA,1,1.31435132026672,1,0.734023571014404,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.8,0,1,NA,1,1.09120273590088,1,0.693017959594727,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.8,0.2,1,NA,1,1.41934204101562,1,0.663626432418823,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.8,0.4,1,NA,1,1.03846955299377,1,0.676187515258789,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.8,0.6,1,NA,1,1.0906708240509,1,0.658736705780029,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",0.8,0.8,1,NA,1,1.17030811309814,1,0.688868761062622,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",1,0,1,NA,1,1.05321907997131,1,0.675814151763916,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",1,0.2,1,NA,1,1.05633425712585,1,0.659492254257202,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",1,0.4,1,NA,1,1.25012111663818,1,0.670066833496094,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",1,0.6,1,NA,1,1.05571556091309,1,0.678653955459595,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"equal",1,0.8,1,NA,1,1.13011765480042,1,0.698558330535889,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0,0,1,NA,0,1.05371332168579,0,0.675865888595581,0,NA
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0,0.2,1,NA,0,1.07621622085571,0,0.681029319763184,0,NA
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0,0.4,1,NA,0,1.20633149147034,0,0.675393342971802,0,NA
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0,0.6,1,NA,0.001,1.08772349357605,0,0.693144798278809,0.1,200
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0,0.8,1,NA,0.001,1.04672932624817,0,0.666633367538452,0.1,200
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.2,0,1,NA,1,1.05204892158508,1,0.676985502243042,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.05711102485657,1,0.676414012908936,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.2,0.4,1,NA,0.999,1.08015418052673,0.999,0.685510396957397,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.14352679252625,0.995,0.675140857696533,0.5,0.501253132832081
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.2,0.8,1,NA,0.992,1.09016919136047,0.998,0.677759647369385,0.6,0.603015075376885
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.4,0,1,NA,1,1.08141851425171,1,0.697484731674194,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.05518794059753,1,0.893958568572998,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.0790958404541,1,0.695337057113647,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.33481907844543,1,0.825943946838379,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.11411452293396,1,0.695843935012817,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.6,0,1,NA,1,1.05233359336853,1,0.690922021865845,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.06415796279907,1,0.695218324661255,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.03799986839294,1,0.674888610839844,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.05119800567627,1,0.675803899765015,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.11883926391602,1,0.688856601715088,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.8,0,1,NA,1,1.0201690196991,1,0.67559814453125,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.16226768493652,1,0.674946308135986,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.13752245903015,1,0.692891597747803,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.06722593307495,1,0.677037477493286,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.13384318351746,1,0.682507991790771,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",1,0,1,NA,1,1.03867673873901,1,0.67724609375,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",1,0.2,1,NA,1,1.04832673072815,1,0.67572021484375,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",1,0.4,1,NA,1,1.07265973091125,1,0.7061607837677,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",1,0.6,1,NA,1,1.07431793212891,1,0.677197217941284,0,0
"Normalización Min- Max","mvnorm",0.001,1000,300,3,"unequal",1,0.8,1,NA,1,1.14141917228699,1,0.703503608703613,0,0
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0,0,1,NA,0.048,1.12982559204102,0.046,0.740639209747314,0.2,4.25531914893617
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0,0.2,1,NA,0.044,1.10870504379272,0.05,0.79231333732605,0.6,12.7659574468085
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0,0.4,1,NA,0.046,1.10561943054199,0.052,0.766526222229004,0.6,12.2448979591837
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0,0.6,1,NA,0.043,1.11602449417114,0.042,0.762346506118774,0.0999999999999994,2.35294117647057
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0,0.8,1,NA,0.044,1.1253776550293,0.042,0.758395671844482,0.199999999999999,4.65116279069766
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.2,0,1,NA,0.07,1.15175890922546,0.063,0.797525882720947,0.700000000000001,10.5263157894737
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.2,0.2,1,NA,0.064,1.13743543624878,0.063,0.764618873596191,0.1,1.5748031496063
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.2,0.4,1,NA,0.067,1.11840867996216,0.06,0.763830661773682,0.700000000000001,11.0236220472441
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.2,0.6,1,NA,0.076,1.10808563232422,0.067,0.788949728012085,0.9,12.5874125874126
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.2,0.8,1,NA,0.068,1.12307691574097,0.066,0.763468503952026,0.2,2.98507462686567
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.4,0,1,NA,0.119,1.11863017082214,0.089,0.765516042709351,3,28.8461538461539
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.4,0.2,1,NA,0.109,1.15887713432312,0.099,0.765007495880127,1,9.61538461538461
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.4,0.4,1,NA,0.114,1.11999702453613,0.092,0.764137983322144,2.2,21.3592233009709
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.4,0.6,1,NA,0.118,1.10192775726318,0.099,0.781835079193115,1.9,17.5115207373272
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.4,0.8,1,NA,0.12,1.38898372650146,0.099,0.776407957077026,2.1,19.1780821917808
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.6,0,1,NA,0.208,1.1205906867981,0.156,0.76400899887085,5.2,28.5714285714286
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.6,0.2,1,NA,0.207,1.12688684463501,0.16,1.04048800468445,4.7,25.6130790190736
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.6,0.4,1,NA,0.206,1.1256308555603,0.149,0.807051181793213,5.7,32.112676056338
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.6,0.6,1,NA,0.21,1.12198781967163,0.142,1.08899164199829,6.8,38.6363636363636
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.6,0.8,1,NA,0.219,1.14482641220093,0.154,0.881239652633667,6.5,34.8525469168901
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.8,0,1,NA,0.345,1.12539601325989,0.248,0.777732610702515,9.7,32.7150084317032
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.8,0.2,1,NA,0.347,1.17975258827209,0.25,0.801572561264038,9.7,32.4958123953099
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.8,0.4,1,NA,0.341,1.15773725509644,0.25,0.801163673400879,9.1,30.7952622673435
"Transformación Centered Log Ratio (clr)","mvnorm",0.05,1000,300,3,"equal",0.8,0.6,1,NA,0.338,1.13668942451477,0.243,1.04408264160156,9.5,32.7022375215146
