"Datos","Modelo","alpha","S","n","q","Var","delta","Cor","loc","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA","δ Potencia (%)","RPD Potencia (%)"
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.2,0.8,1,NA,0.794,1.0906093120575,0.573,0.719428777694702,22.1,32.3335771762985
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.4,0,1,NA,1,1.30946063995361,1,0.682227849960327,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.4,0.2,1,NA,1,1.40600395202637,1,0.682604789733887,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.4,0.4,1,NA,1,1.04927396774292,1,0.700332880020142,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.4,0.6,1,NA,1,1.09602451324463,1,0.663644313812256,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.4,0.8,1,NA,1,1.12849140167236,0.999,1.05386471748352,0.1,0.100050025012506
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.6,0,1,NA,1,1.10609912872314,1,0.663944482803345,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.6,0.2,1,NA,1,1.05437994003296,1,0.668753147125244,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.6,0.4,1,NA,1,1.07511138916016,1,0.684873104095459,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.6,0.6,1,NA,1,1.07665157318115,1,0.682003021240234,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.6,0.8,1,NA,1,1.138676404953,1,0.975244522094727,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.8,0,1,NA,1,1.06677961349487,1,0.687035322189331,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.8,0.2,1,NA,1,1.06440424919128,1,0.933313131332397,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.8,0.4,1,NA,1,1.04991436004639,1,0.938980102539062,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.8,0.6,1,NA,1,1.07918739318848,1,0.685012817382812,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",0.8,0.8,1,NA,1,1.13395094871521,1,0.672443151473999,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",1,0,1,NA,1,1.07586169242859,1,0.681373119354248,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",1,0.2,1,NA,1,1.03189659118652,1,0.685209035873413,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",1,0.4,1,NA,1,1.05453181266785,1,0.684256076812744,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",1,0.6,1,NA,1,1.06456804275513,1,0.689345121383667,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"equal",1,0.8,1,NA,1,1.12240695953369,1,0.684267282485962,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0,0,1,NA,0.049,1.06829071044922,0.052,0.681921243667603,0.3,5.94059405940593
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0,0.2,1,NA,0.044,1.30693221092224,0.052,0.698880195617676,0.8,16.6666666666667
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0,0.4,1,NA,0.042,1.06268906593323,0.052,0.700354814529419,1,21.2765957446808
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0,0.6,1,NA,0.048,1.08982968330383,0.052,0.712968111038208,0.4,7.99999999999999
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0,0.8,1,NA,0.051,1.04697012901306,0.052,0.700229406356812,0.1,1.94174757281554
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.2,0,1,NA,1,1.04466247558594,1,0.681318044662476,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.04707217216492,1,0.685129642486572,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.2,0.4,1,NA,1,1.08800721168518,1,0.693740129470825,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.05231356620789,1,0.680998086929321,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.2,0.8,1,NA,1,1.08130574226379,1,0.683629751205444,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.4,0,1,NA,1,1.06556034088135,1,0.682673454284668,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.19735622406006,1,0.693500995635986,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.06950235366821,1,0.68375301361084,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.06115126609802,1,0.686192989349365,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.14474511146545,1,0.68227744102478,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.6,0,1,NA,1,1.103600025177,1,0.718145847320557,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.08046817779541,1,0.69245171546936,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.10666680335999,1,0.679997444152832,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.07185196876526,1,0.696198225021362,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.15393853187561,1,0.739747285842896,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.8,0,1,NA,1,1.06089091300964,1,0.67858076095581,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.06361985206604,1,0.677605628967285,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.0693085193634,1,0.69882321357727,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.0814368724823,1,0.680797815322876,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.14918637275696,1,0.701562166213989,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",1,0,1,NA,1,1.24879908561707,1,0.700286388397217,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",1,0.2,1,NA,1,1.25110650062561,1,0.68112587928772,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",1,0.4,1,NA,1,1.05049800872803,1,0.662498712539673,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",1,0.6,1,NA,1,1.05762100219727,1,0.657797574996948,0,0
"Escalado de datos por desviación típica","mvnorm",0.05,1000,300,3,"unequal",1,0.8,1,NA,1,1.22515964508057,1,0.686859607696533,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0,0,1,NA,0.005,1.33731150627136,0.003,0.682487487792969,0.2,50
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0,0.2,1,NA,0.01,1.07451820373535,0.003,0.682698249816895,0.7,107.692307692308
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0,0.4,1,NA,0.011,1.04354071617126,0.003,0.71773886680603,0.8,114.285714285714
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0,0.6,1,NA,0.011,1.16216373443604,0.003,0.698712587356567,0.8,114.285714285714
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0,0.8,1,NA,0.01,1.05946373939514,0.003,0.714473247528076,0.7,107.692307692308
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.2,0,1,NA,0.908,1.12020087242126,0.895,0.679394245147705,1.3,1.4420410427066
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.2,0.2,1,NA,0.854,1.04014348983765,0.746,0.677056074142456,10.8,13.5
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.2,0.4,1,NA,0.775,1.04781603813171,0.54,0.680058717727661,23.5,35.7414448669202
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.2,0.6,1,NA,0.649,1.08338928222656,0.419,0.678378343582153,23,43.0711610486891
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.2,0.8,1,NA,0.552,1.073575258255,0.327,0.69653844833374,22.5,51.1945392491468
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.4,0,1,NA,1,1.08567476272583,1,0.685944080352783,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.4,0.2,1,NA,1,1.15134429931641,1,0.701222896575928,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.4,0.4,1,NA,1,1.07511353492737,1,0.676109552383423,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.4,0.6,1,NA,1,1.36277079582214,0.999,0.690378665924072,0.1,0.100050025012506
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.4,0.8,1,NA,0.999,1.11183762550354,0.995,0.676593780517578,0.4,0.401203610832498
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.6,0,1,NA,1,1.05539655685425,1,0.675338506698608,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.6,0.2,1,NA,1,1.14500093460083,1,0.680418729782104,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.6,0.4,1,NA,1,1.06343173980713,1,0.732638120651245,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.6,0.6,1,NA,1,1.12755870819092,1,0.730136394500732,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.6,0.8,1,NA,1,1.14631152153015,1,0.692530155181885,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.8,0,1,NA,1,1.13539028167725,1,0.712090253829956,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.8,0.2,1,NA,1,1.05708312988281,1,0.694554805755615,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.8,0.4,1,NA,1,1.07756114006042,1,0.720479726791382,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.8,0.6,1,NA,1,1.08212089538574,1,0.710680246353149,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",0.8,0.8,1,NA,1,1.14842963218689,1,0.889485359191895,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",1,0,1,NA,1,1.23741722106934,1,0.711973190307617,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",1,0.2,1,NA,1,1.06991934776306,1,0.673680305480957,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",1,0.4,1,NA,1,1.07116174697876,1,0.737123012542725,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",1,0.6,1,NA,1,1.04979705810547,1,0.712848663330078,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"equal",1,0.8,1,NA,1,1.12651348114014,1,0.73637580871582,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0,0,1,NA,0.005,1.0376706123352,0.003,0.691684484481812,0.2,50
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0,0.2,1,NA,0.005,1.08991885185242,0.003,0.656717538833618,0.2,50
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0,0.4,1,NA,0.011,1.22111129760742,0.003,0.750310182571411,0.8,114.285714285714
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0,0.6,1,NA,0.01,1.23077583312988,0.003,0.707348823547363,0.7,107.692307692308
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0,0.8,1,NA,0.011,1.06172966957092,0.003,0.695236444473267,0.8,114.285714285714
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.2,0,1,NA,1,1.0450074672699,1,0.678581237792969,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.12111258506775,1,0.675447940826416,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.2,0.4,1,NA,1,1.05974745750427,1,0.680309534072876,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.06674361228943,0.999,0.676632881164551,0.1,0.100050025012506
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.2,0.8,1,NA,1,1.08766269683838,1,0.677073240280151,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.4,0,1,NA,1,1.11954736709595,1,0.680973529815674,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.06189250946045,1,0.695540904998779,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.08753943443298,1,1.02219319343567,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.07116055488586,1,0.759715557098389,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.13687634468079,1,0.695608377456665,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.6,0,1,NA,1,1.19919753074646,1,1.02057337760925,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.07450842857361,1,0.67497730255127,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.08181691169739,1,0.703031063079834,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.05527901649475,1,0.752202987670898,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.12547755241394,1,0.674379110336304,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.8,0,1,NA,1,1.2276349067688,1,0.67617654800415,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.05759453773499,1,0.691200971603394,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.04033017158508,1,0.854292631149292,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.03575229644775,1,0.659948348999023,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.12880206108093,1,0.676248550415039,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",1,0,1,NA,1,1.05616450309753,1,0.766685247421265,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",1,0.2,1,NA,1,1.03865504264832,1,0.673668146133423,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",1,0.4,1,NA,1,1.04790806770325,1,0.677361726760864,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",1,0.6,1,NA,1,1.03797554969788,1,0.675187349319458,0,0
"Escalado de datos por desviación típica","mvnorm",0.01,1000,300,3,"unequal",1,0.8,1,NA,1,1.27947545051575,1,0.70591402053833,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0,0,1,NA,0,1.07475233078003,0,0.664319276809692,0,NA
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0,0.2,1,NA,0,1.03499317169189,0,0.674980163574219,0,NA
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0,0.4,1,NA,0,1.07060980796814,0,0.692756175994873,0,NA
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0,0.6,1,NA,0,1.07129383087158,0,0.683685302734375,0,NA
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0,0.8,1,NA,0.001,1.06325459480286,0,0.675990581512451,0.1,200
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.2,0,1,NA,0.739,1.03228569030762,0.698,0.745044231414795,4.1,5.70633263743911
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.2,0.2,1,NA,0.681,1.05517292022705,0.464,0.657692670822144,21.7,37.9039301310044
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.2,0.4,1,NA,0.492,1.07733225822449,0.26,0.681009769439697,23.2,61.7021276595745
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.2,0.6,1,NA,0.381,1.03912234306335,0.172,0.674450397491455,20.9,75.5877034358047
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.2,0.8,1,NA,0.28,1.02354788780212,0.123,0.674443483352661,15.7,77.9156327543424
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.4,0,1,NA,1,1.05410933494568,1,0.68392825126648,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.4,0.2,1,NA,1,1.04540348052979,1,0.678920745849609,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.4,0.4,1,NA,1,1.062575340271,0.998,0.676185607910156,0.2,0.2002002002002
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.4,0.6,1,NA,0.998,1.04434943199158,0.988,0.676663398742676,1,1.00704934541793
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.4,0.8,1,NA,0.994,1.1772563457489,0.955,0.694640874862671,3.9,4.00205233453053
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.6,0,1,NA,1,1.14917087554932,1,0.691968202590942,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.6,0.2,1,NA,1,1.05684041976929,1,0.69322657585144,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.6,0.4,1,NA,1,1.05894351005554,1,0.679089307785034,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.6,0.6,1,NA,1,1.07991433143616,1,0.687210083007812,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.6,0.8,1,NA,1,1.1058623790741,1,0.692985773086548,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.8,0,1,NA,1,1.05689239501953,1,0.71078372001648,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.8,0.2,1,NA,1,1.1604380607605,1,0.723330497741699,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.8,0.4,1,NA,1,1.03987193107605,1,0.870561838150024,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.8,0.6,1,NA,1,1.04819393157959,1,0.711867570877075,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",0.8,0.8,1,NA,1,1.14903616905212,1,0.707584857940674,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",1,0,1,NA,1,1.05673336982727,1,0.729100704193115,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",1,0.2,1,NA,1,1.05951046943665,1,0.891043186187744,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",1,0.4,1,NA,1,1.09760308265686,1,0.720165014266968,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",1,0.6,1,NA,1,1.07045364379883,1,0.676223039627075,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"equal",1,0.8,1,NA,1,1.18736362457275,1,0.695414066314697,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0,0,1,NA,0,1.02020788192749,0,0.674751043319702,0,NA
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0,0.2,1,NA,0,1.04530215263367,0,0.678568601608276,0,NA
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0,0.4,1,NA,0,1.05536341667175,0,0.692741632461548,0,NA
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0,0.6,1,NA,0.001,1.02280402183533,0,0.674883842468262,0.1,200
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0,0.8,1,NA,0.001,1.14311718940735,0,0.700158357620239,0.1,200
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.2,0,1,NA,1,1.01959705352783,1,0.674877882003784,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.2,0.2,1,NA,1,1.03966212272644,1,0.854289293289185,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.2,0.4,1,NA,1,1.07739114761353,0.999,0.667678833007812,0.1,0.100050025012506
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.2,0.6,1,NA,1,1.02650260925293,0.995,0.691304206848145,0.5,0.501253132832081
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.2,0.8,1,NA,0.994,1.07198548316956,0.998,0.694870233535767,0.4,0.401606425702812
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.4,0,1,NA,1,1.06339526176453,1,0.826201677322388,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.4,0.2,1,NA,1,1.04153895378113,1,0.692713737487793,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.4,0.4,1,NA,1,1.08151507377625,1,0.69733738899231,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.4,0.6,1,NA,1,1.09208655357361,1,0.681592464447021,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.4,0.8,1,NA,1,1.46667432785034,1,0.693988561630249,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.6,0,1,NA,1,1.05501484870911,1,0.695567607879639,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.6,0.2,1,NA,1,1.06341338157654,1,0.698618173599243,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.6,0.4,1,NA,1,1.4069836139679,1,0.675215005874634,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.6,0.6,1,NA,1,1.15037679672241,1,0.67685604095459,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.6,0.8,1,NA,1,1.1625771522522,1,0.6912522315979,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.8,0,1,NA,1,1.03782033920288,1,0.677282333374023,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.8,0.2,1,NA,1,1.03589487075806,1,0.674678802490234,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.8,0.4,1,NA,1,1.06568813323975,1,0.692167043685913,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.8,0.6,1,NA,1,1.03849816322327,1,0.677454233169556,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",0.8,0.8,1,NA,1,1.33739423751831,1,0.663509130477905,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",1,0,1,NA,1,1.045574426651,1,0.676601409912109,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",1,0.2,1,NA,1,1.05787348747253,1,0.849707126617432,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",1,0.4,1,NA,1,1.25420665740967,1,0.687689065933228,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",1,0.6,1,NA,1,1.05846524238586,1,0.675553560256958,0,0
"Escalado de datos por desviación típica","mvnorm",0.001,1000,300,3,"unequal",1,0.8,1,NA,1,1.19188928604126,1,0.68608808517456,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0,0,1,NA,0.049,1.03736591339111,0.052,0.73825192451477,0.3,5.94059405940593
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0,0.2,1,NA,0.04,1.07540059089661,0.052,0.675191164016724,1.2,26.0869565217391
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0,0.4,1,NA,0.049,1.03577852249146,0.052,0.724280118942261,0.3,5.94059405940593
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0,0.6,1,NA,0.05,1.06350302696228,0.052,0.703892946243286,0.199999999999999,3.92156862745097
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0,0.8,1,NA,0.048,1.04503226280212,0.052,0.665045022964478,0.4,7.99999999999999
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.2,0,1,NA,0.963,1.04216170310974,0.964,0.680617570877075,0.1,0.103788271925273
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.2,0.2,1,NA,0.945,1.06462907791138,0.888,0.665989637374878,5.69999999999999,6.21931260229132
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.2,0.4,1,NA,0.903,1.06041526794434,0.777,0.684818029403687,12.6,15
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.2,0.6,1,NA,0.849,1.33079075813293,0.661,0.736883401870728,18.8,24.9006622516556
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.2,0.8,1,NA,0.794,1.07080864906311,0.573,0.684613227844238,22.1,32.3335771762985
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.4,0,1,NA,1,1.06408047676086,1,0.682317018508911,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.4,0.2,1,NA,1,1.02740383148193,1,0.918480634689331,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.4,0.4,1,NA,1,1.02794170379639,1,0.682756900787354,0,0
"Normalización Min- Max","mvnorm",0.05,1000,300,3,"equal",0.4,0.6,1,NA,1,1.07119393348694,1,0.683526754379272,0,0
