"Datos","Modelo","alpha","S","n","Var","q","loc","delta","stdev","Cor","lambda","Pot_MANTA","tcomp_MANTA","Pot_MANOVA","tcomp_MANOVA"
"Datos sin transformar","simplex",0.05,1000,300,"equal",3,1,0.004,0.025,NA,1000,0.272,1.25507760047913,NA,NA
"Transformación logarítmica","simplex",0.05,1000,300,"equal",3,1,0.004,0.025,NA,1000,0.272,1.48674058914185,NA,NA
"Transformación Centered Log Ratio (clr)","simplex",0.05,1000,300,"equal",3,1,0.004,0.025,NA,1000,0.055,1.1416437625885,NA,NA
"Transformación raíz cuadrada","simplex",0.05,1000,300,"equal",3,1,0.004,0.025,NA,1000,0.273,1.1227912902832,NA,NA
"Escalado de datos por desviación típica","simplex",0.05,1000,300,"equal",3,1,0.004,0.025,NA,1000,NA,NA,NA,NA
"Normalización Min- Max","simplex",0.05,1000,300,"equal",3,1,0.004,0.025,NA,1000,NA,NA,NA,NA
